id,ka_adi,ka_tip,il_ilce,ilan_tarihi,revizyon_tarihi,alan_ha,ecosystem_type,ecosystem_id,drought_severity,groundwater_sensitivity,fault_distance_m,wetland_proximity_risk,protected_area_importance,drought_norm,groundwater_sensitivity_norm,wetland_proximity_risk_norm,protected_area_importance_norm,ecosystem_water_sensitivity_score
tabiatparki.397,SAZLIKBASI TP,TabiatParklari,Mus-Korkut,2019-03-11 21:00:00+00:00,,40.1005783,Nature Park,192,0.7716666666666666,0.5,1161.1138011437586,1.0,0.0004214698496916558,0.7716666666666666,0.625,0.5,0.0004214698496916558,0.5576465538107871
tabiatparki.303,GÜMÜSKUM_TP,TabiatParklari,Mersin-Mezitli,2011-07-10 21:00:00+00:00,,22.9867921456,Nature Park,149,0.735,0.8,45252.54976161027,0.0,0.00022008512251761543,0.735,1.0,0.0,0.00022008512251761543,0.5572830127683777
tabiatparki.639,KUYULUK_TP,TabiatParklari,Mersin-Mezitli,2011-07-10 21:00:00+00:00,2017-04-03 21:00:00+00:00,19.0097159,Nature Park,294,0.735,0.8,42411.69558687553,0.0,0.0001787278066857264,0.735,1.0,0.0,0.0001787278066857264,0.5572768091710029
tabiatparki.634,BEYDAGI_TP,TabiatParklari,Malatya-Battalgazi,2014-08-28 21:00:00+00:00,2020-12-28 21:00:00+00:00,98.5,Nature Park,289,0.7216666666666667,0.8,28480.42980694396,0.0,0.0007825491584834444,0.7216666666666667,1.0,0.0,0.0007825491584834444,0.5527007157071059
tabiatparki.239,TURGUT ÖZAL_TP,TabiatParklari,Malatya-Battalgazi,2009-11-30 22:00:00+00:00,,40.2787729791,Nature Park,124,0.7216666666666667,0.8,23311.678961237303,0.0,0.0004200844153462426,0.7216666666666667,1.0,0.0,0.0004200844153462426,0.5526463459956352
tabiatparki.691,SAKLIKAPI KANYONU_TP,TabiatParklari,Elazig-Keban,2024-09-15 21:00:00+00:00,,139.68,Nature Park,314,0.7116666666666666,0.8,34088.76465567547,0.0,0.0015243355475804267,0.7116666666666666,1.0,0.0,0.0015243355475804267,0.5493119836654703
tabiatparki.625,DUMANLI_TP,TabiatParklari,Erzincan-Refahiye,2017-08-02 21:00:00+00:00,2017-09-17 21:00:00+00:00,681.0213748,Nature Park,283,0.7016666666666667,0.8,15363.56968965067,0.0,0.00776419433731479,0.7016666666666667,1.0,0.0,0.00776419433731479,0.5467479624839305
tabiatparki.647,KUZALAN_TP,TabiatParklari,Giresun-Dereli,2013-05-08 21:00:00+00:00,2017-09-21 21:00:00+00:00,500.8022332,Nature Park,298,0.7016666666666667,0.8,70682.17824184427,0.0,0.005825959280678885,0.7016666666666667,1.0,0.0,0.005825959280678885,0.5464572272254351
tabiatparki.495,EFENDIOGLU_HANYANI_TP,TabiatParklari,"Giresun-Bulancak, Giresun-Giresun_Merkez Ilçe",2020-05-20 21:00:00+00:00,,90.6,Nature Park,237,0.7016666666666667,0.8,74294.57620131627,0.0,0.0010394672690997762,0.7016666666666667,1.0,0.0,0.0010394672690997762,0.5457392534236982
tabiatparki.250,AGAÇBASI_TP,TabiatParklari,"Giresun-Dereli, Giresun-Giresun_Merkez Ilçe",2010-02-09 22:00:00+00:00,,89.3169636181,Nature Park,128,0.7016666666666667,0.8,77380.8067501249,0.0,0.001024394934958275,0.7016666666666667,1.0,0.0,0.001024394934958275,0.545736992573577
milliparklar.70,HONAZ_DAGI MP,MilliParklar,"Denizli-Serinhisar, Denizli-Pamukkale, Denizli-Honaz, Denizli-Tavas",1998-04-20 21:00:00+00:00,,9428.97564366,National Park,10,0.6433333333333333,0.8,4925.060438446721,0.0,0.10129344800312917,0.6433333333333333,1.0,0.0,0.10129344800312917,0.5403606838671361
milliparklar.41,ALTINBESIK MAGARASI_MP,MilliParklar,"Antalya-Akseki, Antalya-Ibradi",1994-08-30 21:00:00+00:00,,1146.64758067,National Park,5,0.6783333333333333,0.8,77323.40433583134,0.0,0.012093153898632424,0.6783333333333333,1.0,0.0,0.012093153898632424,0.5392306397514616
tabiatparki.266,KARTALTEPE_TP_1,TabiatParklari,"Tekirdag-Sarköy, Tekirdag-Süleymanpasa",2014-02-05 22:00:00+00:00,,253.7216,Nature Park,135,1.0,0.5,6505.0922577846495,0.0,0.0029587442116906183,1.0,0.625,0.0,0.0029587442116906183,0.5379438116317535
tabiatparki.130,INCEKUM_TP,TabiatParklari,Antalya-Alanya,2006-12-07 22:00:00+00:00,,26.4534735673,Nature Park,73,0.6783333333333333,0.8,125167.3213310447,0.0,0.00025577391393069105,0.6783333333333333,1.0,0.0,0.00025577391393069105,0.5374550327537563
tabiatparki.470,ORENONU_TP,TabiatParklari,Tunceli-Tunceli_Merkez Ilçe,2011-07-10 21:00:00+00:00,2017-09-21 21:00:00+00:00,11.9840275,Nature Park,222,0.6766666666666667,0.8,1488.4630433696773,0.0,0.00011321011995365386,0.6766666666666667,1.0,0.0,0.00011321011995365386,0.5368503148513263
tabiatparki.198,TAVSAN BURNU_TP,TabiatParklari,Aydin-Didim,2011-07-10 21:00:00+00:00,,11.7337533981,Nature Park,110,0.6733333333333333,0.8,633.1425599170552,0.0,0.00010455302150390913,0.6733333333333333,1.0,0.0,0.00010455302150390913,0.5356823496198923
tabiatparki.315,HISAR ÇAMLIGI_TP,TabiatParklari,Kilis-Kilis_Mrkilçe,2011-07-10 21:00:00+00:00,2019-03-11 21:00:00+00:00,64.4433017,Nature Park,156,0.99,0.5,6976.527279940704,0.0,0.0006745084385143165,0.99,0.625,0.0,0.0006745084385143165,0.5341011762657771
tabiatparki.240,YAVSAN YAYLASI_TP,TabiatParklari,"Kahramanmaras-Onikisubat, Kahramanmaras-Türkoglu",2009-12-15 22:00:00+00:00,,340.146481884,Nature Park,125,0.9766666666666666,0.5,11976.707095335292,0.0,0.0036110711202125803,0.9766666666666666,0.625,0.0,0.0036110711202125803,0.5298749940013651
tabiatparki.116,ULUBEY KANYONU_TP,TabiatParklari,Usak-Ulubey,2013-06-26 21:00:00+00:00,,119.205509469,Nature Park,71,0.6433333333333333,0.8,29265.726282745592,0.0,0.0012839823524697144,0.6433333333333333,1.0,0.0,0.0012839823524697144,0.5253592640195371
tabiatparki.236,ASIKPASA_TP,TabiatParklari,Kirsehir-Kirsehir_Merkez Ilçe,2010-01-07 22:00:00+00:00,,127.586346081,Nature Park,123,0.9566666666666667,0.5,13053.257064939486,0.0,0.0014065301866819143,0.9566666666666667,0.625,0.0,0.0014065301866819143,0.5225443128613356
tabiatparki.477,BESKAYALAR_TP,TabiatParklari,"Kocaeli-Gölcük, Kocaeli-Basiskele",1998-02-26 22:00:00+00:00,2013-05-12 21:00:00+00:00,1099.82981265,Nature Park,225,0.9383333333333334,0.5,12450.982464800578,0.0,0.012795116954118575,0.9383333333333334,0.625,0.0,0.012795116954118575,0.5178359342097844
milliparklar.122,SAKLIKENT_MP,MilliParklar,"Mugla-Seydikemer, Antalya-Kas",1996-06-05 21:00:00+00:00,,1643.29523979,National Park,15,0.615,0.8,6246.6876690746485,0.0,0.017056382705570552,0.615,1.0,0.0,0.017056382705570552,0.5178084574058356
tabiatparki.374,SERENLER TEPESI_TP,TabiatParklari,Burdur-Burdur_Merkez Ilçe,2011-07-10 21:00:00+00:00,,38.3757080572,Nature Park,179,0.8816666666666667,0.5,279.24030818468333,0.2068799883430729,0.00039138954428880106,0.8816666666666667,0.625,0.10343999417153645,0.00039138954428880106,0.516830040599284
tabiatparki.618,ORMANYA_TP,TabiatParklari,Kocaeli-Kartepe,2011-07-10 21:00:00+00:00,2013-07-10 21:00:00+00:00,189.839698441,Nature Park,277,0.9383333333333334,0.5,3270.466291950387,0.0,0.0022006177122485156,0.9383333333333334,0.625,0.0,0.0022006177122485156,0.5162467593235038
tabiatparki.622,KUZULUK_TP,TabiatParklari,Sakarya-Akyazi,2011-07-10 21:00:00+00:00,2017-05-31 21:00:00+00:00,42.4504088,Nature Park,281,0.9383333333333334,0.5,251.10208550775067,0.0,0.00047440856428949496,0.9383333333333334,0.625,0.0,0.00047440856428949496,0.51598782795131
tabiatparki.207,SUADIYE_TP,TabiatParklari,Kocaeli-Kartepe,2011-07-10 21:00:00+00:00,,36.9780630296,Nature Park,119,0.9383333333333334,0.5,5176.428547380749,0.0,0.00041080471554084074,0.9383333333333334,0.625,0.0,0.00041080471554084074,0.5159782873739978
tabiatparki.623,ÖLÜDENIZ_KIDRAK_TP,TabiatParklari,Mugla-Fethiye,1983-11-30 21:00:00+00:00,2017-05-31 21:00:00+00:00,24.5841693,Nature Park,282,0.615,0.8,29163.12026913888,0.0,0.00023552395881327673,0.615,1.0,0.0,0.00023552395881327673,0.5152853285938219
tabiatparki.193,KÜÇÜK KARGI_TP,TabiatParklari,Mugla-Fethiye,2011-07-10 21:00:00+00:00,,15.2816282913,Nature Park,105,0.615,0.8,23283.0092585263,0.0,0.00013928879024171126,0.615,1.0,0.0,0.00013928879024171126,0.5152708933185363
tabiatparki.375,ÖMER ESEN_TP,TabiatParklari,Mugla-Fethiye,2011-07-10 21:00:00+00:00,,4.42658644548,Nature Park,180,0.615,0.8,23238.89599786157,0.0,2.566341434345825e-05,0.615,1.0,0.0,2.566341434345825e-05,0.5152538495121515
tabiatparki.249,MAVIKENT_TP,TabiatParklari,Antalya-Kumluca,2009-06-29 21:00:00+00:00,,42.5248369633,Nature Park,127,0.6116666666666667,0.8,39141.76658356847,0.0,0.0004194394635268858,0.6116666666666667,1.0,0.0,0.0004194394635268858,0.5141462492528623
tabiatparki.341,TEKIROVA_TP,TabiatParklari,Antalya-Kemer,2016-04-19 21:00:00+00:00,,11.8341398,Nature Park,162,0.6116666666666667,0.8,66180.7621731641,0.0,0.00010241379332081874,0.6116666666666667,1.0,0.0,0.00010241379332081874,0.5140986954023314
tabiatparki.676,AYIKAYASI_TP,TabiatParklari,Bolu-Bolu_Merkez Ilçe,2014-08-28 21:00:00+00:00,2023-12-21 21:00:00+00:00,445.91,Nature Park,308,0.6033333333333334,0.8,17308.58306069404,0.0,0.005229538377372487,0.6033333333333334,1.0,0.0,0.005229538377372487,0.5119510974232725
tabiatparki.452,ÇAVDARHISAR_BARAJI_TP,TabiatParklari,Kütahya-Çavdarhisar,2021-03-24 21:00:00+00:00,,12.0476635,Nature Park,211,0.9266666666666667,0.5,1471.0651901177675,0.0,0.00011405705478409888,0.9266666666666667,0.625,0.0,0.00011405705478409888,0.5118504418915509
tabiatparki.501,KORUGÖL_TP,TabiatParklari,"Düzce-Düzce_Merkez Ilçe, Düzce-Kaynasli",2011-07-10 21:00:00+00:00,2021-12-06 21:00:00+00:00,30.78,Nature Park,241,0.6033333333333334,0.8,4232.0304358948615,0.0,0.00034057032337953615,0.6033333333333334,1.0,0.0,0.00034057032337953615,0.5112177522151736
milliparklar.413,YEDIGOLLER_MP,MilliParklar,Bolu-Bolu_Merkez Ilçe,1965-04-28 22:00:00+00:00,,1623.06934039,National Park,22,0.5933333333333334,0.8,16178.36174251825,0.0,0.019108727243203654,0.5933333333333334,1.0,0.0,0.019108727243203654,0.5105329757531473
milliparklar.628,ABANT GÖLÜ_MP,MilliParklar,Bolu-Mudurnu,1988-10-20 22:00:00+00:00,2022-06-09 21:00:00+00:00,1262.2335991,National Park,42,0.5933333333333334,0.8,957.9504856518307,0.0,0.014703680640070443,0.5933333333333334,1.0,0.0,0.014703680640070443,0.5098722187626773
tabiatparki.682,KARACA_TP,TabiatParklari,Bolu-Merkez,2023-04-02 21:00:00+00:00,,230.38,Nature Park,310,0.5933333333333334,0.8,3438.4904048895623,0.0,0.0026721926526467785,0.5933333333333334,1.0,0.0,0.0026721926526467785,0.5080674955645638
tabiatparki.695,ÇINARSUYU_TP,TabiatParklari,Ordu-Ünye,2011-07-10 21:00:00+00:00,2024-11-26 21:00:00+00:00,8.61,Nature Park,316,0.59,0.8,82240.29049954901,0.0,8.137478058398262e-05,0.59,1.0,0.0,8.137478058398262e-05,0.5065122062170876
tabiatparki.394,DURASAN SAH_TP,TabiatParklari,Ankara-Kazan,2018-04-30 21:00:00+00:00,,145.8789,Nature Park,189,0.91,0.5,22987.11313900932,0.0,0.0016651100026597618,0.91,0.625,0.0,0.0016651100026597618,0.506249766500399
tabiatparki.160,NESETSUYU_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,67.3099676311,Nature Park,88,0.91,0.5,47220.12882545121,0.0,0.0007781350181714977,0.91,0.625,0.0,0.0007781350181714977,0.5061167202527257
tabiatparki.196,FATIH ÇESMESI_TP,TabiatParklari,"Istanbul-Sariyer, Istanbul-Eyüp",2011-07-10 21:00:00+00:00,,27.6956309029,Nature Park,108,0.91,0.5,44470.767884707064,0.0,0.0003078168376474075,0.91,0.625,0.0,0.0003078168376474075,0.5060461725256471
tabiatparki.202,KIRAZLIBENT_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,19.1412088541,Nature Park,114,0.91,0.5,44446.386604761945,0.0,0.00020633857401615544,0.91,0.625,0.0,0.00020633857401615544,0.5060309507861024
tabiatparki.368,FALIH RIFKI ATAY_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,18.6825267771,Nature Park,175,0.91,0.5,47873.836464419,0.0,0.00020106068109804296,0.91,0.625,0.0,0.00020106068109804296,0.5060301591021648
tabiatparki.151,BENTLER_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,16.2971637468,Nature Park,79,0.91,0.5,48021.93151824975,0.0,0.00017272147862378747,0.91,0.625,0.0,0.00017272147862378747,0.5060259082217936
tabiatparki.107,IRMAK_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,10.3872111359,Nature Park,66,0.91,0.5,45131.47375201384,0.0,0.00010253536950073283,0.91,0.625,0.0,0.00010253536950073283,0.5060153803054251
tabiatparki.200,KÖMÜRCÜBENT_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,2.92610418048,Nature Park,112,0.91,0.5,50185.316100138276,0.0,1.406597880166749e-05,0.91,0.625,0.0,1.406597880166749e-05,0.5060021098968203
tabiatparki.206,SÜNNET GÖLÜ_TP,TabiatParklari,Bolu-Göynük,2011-07-10 21:00:00+00:00,,88.2410082888,Nature Park,118,0.5783333333333333,0.8,20402.894331258853,0.0,0.0010027950081020855,0.5783333333333333,1.0,0.0,0.0010027950081020855,0.5025670859178819
tabiatparki.674,KANLIPINAR_TP,TabiatParklari,Eskisehir-Odunpazari,2023-11-07 21:00:00+00:00,,46.27,Nature Park,307,0.89,0.5,4490.297347784081,0.0,0.0005049806725613357,0.89,0.625,0.0,0.0005049806725613357,0.4990757471008842
tabiatparki.191,BESPINARLAR_TP,TabiatParklari,Bolu-Bolu_Merkez Ilçe,2011-07-10 21:00:00+00:00,,26.8887339664,Nature Park,103,0.5933333333333334,0.5,10384.027506619086,1.0,0.00029319067826905087,0.5933333333333334,0.625,0.5,0.00029319067826905087,0.495210645268407
tabiatparki.194,GÖKSU_TP,TabiatParklari,Bolu-Seben,2011-07-10 21:00:00+00:00,,24.2539128974,Nature Park,106,0.5933333333333334,0.5,13222.912579666927,1.0,0.0002623583627544989,0.5933333333333334,0.625,0.5,0.0002623583627544989,0.4952060204210798
tabiatparki.383,KADIRALAK_TP,TabiatParklari,Trabzon-Tonya,2017-10-01 21:00:00+00:00,,363.8632931,Nature Park,183,0.5516666666666666,0.8,140002.87416725946,0.0,0.004261588198259624,0.5516666666666666,1.0,0.0,0.004261588198259624,0.49372257156307225
tabiatparki.410,YAKUPABDAL_TP,TabiatParklari,Bayburt-Demirözü,2014-12-01 22:00:00+00:00,,207.5924,Nature Park,195,0.5516666666666666,0.8,16018.27986080639,0.0,0.0023630728863916948,0.5516666666666666,1.0,0.0,0.0023630728863916948,0.4934377942662921
tabiatparki.321,GÜMÜSHANE_KARSIYAKA_TP,TabiatParklari,Gümüshane-Gümüshane_Merkez Ilçe,2015-04-01 21:00:00+00:00,,84.0139145,Nature Park,158,0.5516666666666666,0.8,72910.89898325739,0.0,0.000954397078434077,0.5516666666666666,1.0,0.0,0.000954397078434077,0.49322649289509846
tabiatparki.637,ÇALCAMILI_TP,TabiatParklari,Trabzon-Düzköy,2011-07-10 21:00:00+00:00,2015-12-15 22:00:00+00:00,8.8547408,Nature Park,292,0.5516666666666666,0.8,135557.73745453783,0.0,8.346140713142133e-05,0.5516666666666666,1.0,0.0,8.346140713142133e-05,0.493095852544403
tabiatparki.115,26_AGUSTOS_TP,TabiatParklari,Afyonkarahisar-Sinanpasa,2008-04-02 21:00:00+00:00,,66.9018881232,Nature Park,70,0.5416666666666666,0.8,6668.831912778215,0.0,0.0007194759210577174,0.5416666666666666,1.0,0.0,0.0007194759210577174,0.48969125472149194
tabiatparki.301,FRIG_VADISI_TP,TabiatParklari,Afyonkarahisar-Ihsaniye,2017-05-31 21:00:00+00:00,,54.7601813,Nature Park,147,0.5416666666666666,0.8,4646.162075729565,0.0,0.0005903626190126745,0.5416666666666666,1.0,0.0,0.0005903626190126745,0.48967188772618514
tabiatparki.307,TANAY_TP,TabiatParklari,Izmir-Çesme,2011-07-10 21:00:00+00:00,,30.2907935473,Nature Park,151,0.535,0.8,11134.965211789386,0.0,0.00031039383898838973,0.535,1.0,0.0,0.00031039383898838973,0.48729655907584823
tabiatparki.527,GÜZELDERE SELALESI_TP,TabiatParklari,Düzce-Gölyaka,2011-07-10 21:00:00+00:00,2014-08-24 21:00:00+00:00,22.7581683,Nature Park,246,0.6033333333333334,0.2,4571.541540742094,2.0,0.0002456734865484834,0.6033333333333334,0.25,1.0,0.0002456734865484834,0.486203517689649
tabiatparki.423,SARIKAYALAR_TP,TabiatParklari,Mersin-Çamliyayla,2017-07-30 21:00:00+00:00,,25.4586136,Nature Park,198,0.8516666666666666,0.5,2143.226905349151,0.0,0.000249166387983223,0.8516666666666666,0.625,0.0,0.000249166387983223,0.48562070829153076
milliparklar.509,ILGAZ DAGI_MP,MilliParklar,"Kastamonu-Kastamonu_Merkez Ilçe, Çankiri-Ilgaz",1976-06-01 21:00:00+00:00,,1117.69636452,National Park,30,0.8416666666666667,0.5,4552.114036601424,0.0,0.01320270223851486,0.8416666666666667,0.625,0.0,0.01320270223851486,0.4840637386691105
tabiatparki.465,GÜRLEYEN KANYON_TP,TabiatParklari,Konya-Hadim,2021-04-19 21:00:00+00:00,,476.0,Nature Park,220,0.8433333333333334,0.5,79339.71934387885,0.0,0.005001168004279996,0.8433333333333334,0.625,0.0,0.005001168004279996,0.4834168418673087
tabiatparki.38,HAZIMDAGLI_TP,TabiatParklari,"Çankiri-Ilgaz, Çankiri-Yaprakli",2009-08-02 21:00:00+00:00,,126.359444134,Nature Park,56,0.8416666666666667,0.5,28732.54197316667,0.0,0.001463559996949362,0.8416666666666667,0.625,0.0,0.001463559996949362,0.4823028673328757
tabiatparki.635,DIPSIZGÖL_TP,TabiatParklari,Kastamonu-Tosya,2011-07-10 21:00:00+00:00,2021-04-27 21:00:00+00:00,97.03,Nature Park,290,0.8416666666666667,0.5,8156.06108273226,0.0,0.0011254233518075227,0.8416666666666667,0.625,0.0,0.0011254233518075227,0.48225214683610446
tabiatparki.633,TATLICA_TP,TabiatParklari,"Sinop-Erfelek, Sinop-Ayancik",2011-07-10 21:00:00+00:00,2017-08-06 21:00:00+00:00,69.5555,Nature Park,288,0.52,0.8,2243.0635628729337,0.0,0.0008215856908286109,0.52,1.0,0.0,0.0008215856908286109,0.48212323785362426
tabiatparki.312,SEHIT SERIFE BACI TP,TabiatParklari,Kastamonu-Kastamonu_Merkez Ilçe,2011-07-10 21:00:00+00:00,,10.7003483607,Nature Park,154,0.8416666666666667,0.5,30128.124855241967,0.0,0.00010666533913918427,0.8416666666666667,0.625,0.0,0.00010666533913918427,0.48209933313420417
tabiatparki.577,ÇATAK_TP,TabiatParklari,Çorum-Çorum_Merkez Ilçe,1984-06-10 21:00:00+00:00,2020-09-20 21:00:00+00:00,294.64,Nature Park,261,0.835,0.5,13482.157383495609,0.0,0.0034246267830328365,0.835,0.625,0.0,0.0034246267830328365,0.4802636940174549
tabiatparki.317,SEHITLIK_TP,TabiatParklari,Mersin-Silifke,2011-07-10 21:00:00+00:00,,5.7363549417,Nature Park,157,0.8316666666666667,0.5,21614.75379217333,0.0,3.8891774649253486e-05,0.8316666666666667,0.625,0.0,3.8891774649253486e-05,0.4785891670995307
tabiatparki.638,CEMAL TURAL_TP,TabiatParklari,Ardahan-Ardahan_Merkez Ilçe,2011-07-10 21:00:00+00:00,2016-03-31 21:00:00+00:00,50.5693787,Nature Park,293,0.52,0.5,21766.255834564698,1.0,0.000578162185225683,0.52,0.625,0.5,0.000578162185225683,0.46958672432778387
milliparklar.336,KOP_DAGI_MUDAFAASI_TARIHI_MP,MilliParklar,"Erzurum-Askale, Bayburt-Bayburt_Merkez Ilçe",2016-11-14 21:00:00+00:00,,6335.1001306,National Park,20,0.4533333333333333,0.8,27246.28326464263,0.0,0.0726290495482411,0.4533333333333333,1.0,0.0,0.0726290495482411,0.4695610240989028
tabiatparki.371,IZMIR KARAGÖL_TP,TabiatParklari,Izmir-Menemen,2011-07-10 21:00:00+00:00,,18.904399595,Nature Park,176,0.805,0.5,8015.335474016918,0.0,0.0001873747284863141,0.805,0.625,0.0,0.0001873747284863141,0.46927810620927296
tabiatparki.267,TOPUK_YAYLASI_TP,TabiatParklari,Kütahya-Domaniç,2017-03-20 21:00:00+00:00,,77.9817933,Nature Park,136,0.8016666666666667,0.5,4237.156150735448,0.0,0.000868795349178903,0.8016666666666667,0.625,0.0,0.000868795349178903,0.4682136526357102
tabiatparki.390,ERIKLI_TP,TabiatParklari,Bilecik-Bozüyük,2018-06-10 21:00:00+00:00,,67.456,Nature Park,186,0.8016666666666667,0.5,149.89670854728243,0.0,0.0007486125498082126,0.8016666666666667,0.625,0.0,0.0007486125498082126,0.4681956252158046
tabiatparki.659,KÜÇÜKELMALI_TP,TabiatParklari,Bilecik-Pazaryeri,2011-07-10 21:00:00+00:00,2015-11-01 21:00:00+00:00,61.874864,Nature Park,305,0.8016666666666667,0.5,8633.879234319464,0.0,0.0006358574623570066,0.8016666666666667,0.625,0.0,0.0006358574623570066,0.4681787119526869
tabiatparki.653,ÜÇTEPELER_TP,TabiatParklari,Yozgat-Sorgun,2011-07-10 21:00:00+00:00,2023-05-08 21:00:00+00:00,163.88,Nature Park,301,0.7983333333333333,0.5,44942.39647135603,0.0,0.0018535060007086432,0.7983333333333333,0.625,0.0,0.0018535060007086432,0.46719469256677293
tabiatparki.248,KARAAHMETLI_TP,TabiatParklari,Kirikkale-Bahsili,2009-06-28 21:00:00+00:00,,107.533215507,Nature Park,126,0.7983333333333333,0.5,8963.2506395168,0.0,0.001199840691293883,0.7983333333333333,0.625,0.0,0.001199840691293883,0.4670966427703607
tabiatparki.461,KARAMANASTIR SELALESI_TP,TabiatParklari,Mersin-Bozyazi,2021-05-31 21:00:00+00:00,,98.8,Nature Park,216,0.795,0.5,52559.01767093135,0.0,0.0010033699376122405,0.795,0.625,0.0,0.0010033699376122405,0.4659005054906418
tabiatparki.715,DANAAGZI_TP,TabiatParklari,Zonguldak-Eregli,2014-04-08 21:00:00+00:00,,89.0,Nature Park,323,0.4716666666666667,0.8,33822.67052044489,0.0,0.0010422423704279833,0.4716666666666667,1.0,0.0,0.0010422423704279833,0.4652396696888975
tabiatparki.486,MILLI_EGEMENLIK_TP,TabiatParklari,Zonguldak-Çaycuma,2011-07-10 21:00:00+00:00,2017-10-03 21:00:00+00:00,27.2754563,Nature Park,230,0.4716666666666667,0.8,25162.256525512657,0.0,0.00030461753500369307,0.4716666666666667,1.0,0.0,0.00030461753500369307,0.46512902596358385
tabiatparki.576,GUVERCINLIK_TP,TabiatParklari,"Mugla-Bodrum, Mugla-Milas",2011-07-10 21:00:00+00:00,2020-12-28 21:00:00+00:00,2.58,Nature Park,260,0.49666666666666665,0.5,31089.547067717143,1.0,7.385642279920792e-06,0.49666666666666665,0.625,0.5,7.385642279920792e-06,0.46133444117967526
tabiatparki.270,SADAGI KANYONU_TP,TabiatParklari,Bursa-Orhaneli,2014-02-26 22:00:00+00:00,2024-03-11 21:00:00+00:00,473.74,Nature Park,139,0.7783333333333333,0.5,7330.176056122983,0.0,0.00538392972956599,0.7783333333333333,0.625,0.0,0.00538392972956599,0.4607242561261015
tabiatparki.617,SORGUN GÖLETI_TP,TabiatParklari,Ankara-Güdül,2011-07-10 21:00:00+00:00,2021-10-13 21:00:00+00:00,53.84,Nature Park,276,0.76,0.5,8867.498434123529,0.0,0.0006025655964705182,0.76,0.625,0.0,0.0006025655964705182,0.45359038483947056
tabiatparki.156,BOLU KARAGÖL_TP,TabiatParklari,Bolu-Kibriscik,2011-07-10 21:00:00+00:00,,35.0340162834,Nature Park,84,0.76,0.5,16253.024226762107,0.0,0.00038508856585168323,0.76,0.625,0.0,0.00038508856585168323,0.45355776328487774
tabiatparki.580,EGRIOVA_TP,TabiatParklari,Bolu-Dörtdivan,2011-07-10 21:00:00+00:00,2014-05-13 21:00:00+00:00,30.1094,Nature Park,264,0.76,0.5,4771.40391815012,0.0,0.00032890550300472397,0.76,0.625,0.0,0.00032890550300472397,0.45354933582545065
tabiatparki.177,GÜRCÜOLUK MAGARASI_TP,TabiatParklari,Bartin-Amasra,2013-07-10 21:00:00+00:00,,49.9274662043,Nature Park,97,0.4366666666666667,0.8,66641.17284181637,0.0,0.0005820965247968924,0.4366666666666667,1.0,0.0,0.0005820965247968924,0.4529206478120528
tabiatparki.592,BALAMBA_TP,TabiatParklari,Bartin-Bartin_Merkez Ilçe,2011-07-10 21:00:00+00:00,2016-03-13 22:00:00+00:00,13.1666773,Nature Park,274,0.4366666666666667,0.8,58691.893874216585,0.0,0.0001295978671956408,0.4366666666666667,1.0,0.0,0.0001295978671956408,0.45285277301341265
tabiatparki.175,AHATLAR_TP,TabiatParklari,Bartin-Amasra,2011-07-10 21:00:00+00:00,,9.35433321617,Nature Park,96,0.4366666666666667,0.8,70634.72991491816,0.0,9.231993556582848e-05,0.4366666666666667,1.0,0.0,9.231993556582848e-05,0.4528471813236682
tabiatparki.707,OLUKBASI_TP,TabiatParklari,Kastamonu-Merkez,2025-05-08 21:00:00+00:00,,1.81,Nature Park,319,0.7433333333333333,0.5,20725.50146708446,0.0,9.321684090721252e-07,0.7433333333333333,0.625,0.0,9.321684090721252e-07,0.447666806491928
tabiatparki.189,ÇUBUCAK_TP,TabiatParklari,Mugla-Marmaris,2011-07-10 21:00:00+00:00,,20.5289027779,Nature Park,102,0.4116666666666666,0.8,10111.049409789273,0.0,0.0001948000417586382,0.4116666666666666,1.0,0.0,0.0001948000417586382,0.4441125533395971
tabiatparki.201,KOVANLIK_TP,TabiatParklari,Mugla-Datça,2011-07-10 21:00:00+00:00,,4.20219677667,Nature Park,113,0.4116666666666666,0.8,15891.467602977464,0.0,2.3379965247625007e-05,0.4116666666666666,1.0,0.0,2.3379965247625007e-05,0.4440868403281204
milliparklar.37,KAÇKAR DAGLARI_MP,MilliParklar,"Artvin-Yusufeli, Rize-Ikizdere, Rize-Çamlihemsin, Erzurum-Ispir",1994-08-30 21:00:00+00:00,,52970.0776038,National Park,4,0.4383333333333333,0.5,64011.311652499,0.0,0.6220724165021888,0.4383333333333333,0.625,0.0,0.6220724165021888,0.434227529141995
tabiatparki.444,OYMALIK_TP,TabiatParklari,"Ordu-Mesudiye, Sivas-Koyulhisar",2018-05-28 21:00:00+00:00,,157.2053511,Nature Park,209,0.7016666666666667,0.5,24495.1770123553,0.0,0.0018031007469525321,0.7016666666666667,0.625,0.0,0.0018031007469525321,0.4333537984453762
