id,ka_adi,ka_tip,il_ilce,ilan_tarihi,revizyon_tarihi,alan_ha,ecosystem_type,ecosystem_id,drought_severity,groundwater_sensitivity,fault_distance_m,wetland_proximity_risk,protected_area_importance,drought_norm,groundwater_sensitivity_norm,wetland_proximity_risk_norm,protected_area_importance_norm,ecosystem_water_sensitivity_score
tabiatparki.441,CANKÖY_TP,TabiatParklari,Sivas-Gölova,2018-05-28 21:00:00+00:00,,32.1790668,Nature Park,206,0.7016666666666667,0.5,5748.790104575342,0.0,0.0003483964357189991,0.7016666666666667,0.625,0.0,0.0003483964357189991,0.4331355927986912
tabiatparki.579,KARSIYAKA_TP,TabiatParklari,Sivas-Susehri,2011-07-10 21:00:00+00:00,2016-03-15 22:00:00+00:00,23.2154975,Nature Park,263,0.7016666666666667,0.5,6851.116273417701,0.0,0.00024658197106943163,0.7016666666666667,0.625,0.0,0.00024658197106943163,0.43312032062899375
tabiatparki.419,KÖROGLU_TP,TabiatParklari,Giresun-Çamoluk,2017-07-30 21:00:00+00:00,,6.6070354,Nature Park,197,0.7016666666666667,0.5,18650.92768313276,0.0,5.537929928891399e-05,0.7016666666666667,0.625,0.0,5.537929928891399e-05,0.43309164022822666
tabiatparki.476,BALLICA MAGARASI_TP,TabiatParklari,Tokat-Pazar,2007-02-22 22:00:00+00:00,2015-07-01 21:00:00+00:00,484.8649481,Nature Park,224,0.6816666666666666,0.5,6056.218434553935,0.0,0.005567452458271659,0.6816666666666666,0.625,0.0,0.005567452458271659,0.42691845120207406
tabiatparki.181,BORABOY GÖLÜ_TP,TabiatParklari,Amasya-Tasova,2013-09-02 21:00:00+00:00,,259.599114283,Nature Park,98,0.6816666666666666,0.5,7393.1660916145565,0.0,0.003022717867126491,0.6816666666666666,0.625,0.0,0.003022717867126491,0.4265367410134023
tabiatparki.354,DEGIRMENBOGAZI_TP,TabiatParklari,Balikesir-Karesi,2011-07-10 21:00:00+00:00,,24.8911552348,Nature Park,168,0.6783333333333333,0.5,2076.3320979746636,0.0,0.0002621835943975947,0.6783333333333333,0.625,0.0,0.0002621835943975947,0.4249559942058263
tabiatparki.302,BAKLABOSTAN_TP,TabiatParklari,Karabük-Karabük_Merkez Ilçe,2017-09-17 21:00:00+00:00,,37.3999978,Nature Park,148,0.6716666666666667,0.5,8124.002477080992,0.0,0.0004245257932802894,0.6716666666666667,0.625,0.0,0.0004245257932802894,0.42264701220232537
tabiatparki.464,YABANARDI SEYHANDEDE_TP,TabiatParklari,Diyarbakir-Çermik,2021-12-06 21:00:00+00:00,,86.5,Nature Park,219,0.67,0.5,5769.240502704487,0.0,0.0009228275234380879,0.67,0.625,0.0,0.0009228275234380879,0.4221384241285157
tabiatparki.385,ÇATAK KANYONU_TP,TabiatParklari,Sinop-Türkeli,2017-08-06 21:00:00+00:00,,420.4293,Nature Park,185,0.3383333333333334,0.8,18395.62141470726,0.0,0.005062116531031781,0.3383333333333334,1.0,0.0,0.005062116531031781,0.4191759841463214
tabiatparki.547,ERSIZLERDERE_KANYONU_TP,TabiatParklari,"Kastamonu-Inebolu, Kastamonu-Küre",2020-09-09 21:00:00+00:00,,217.0,Nature Park,254,0.3383333333333334,0.8,45417.459097767576,0.0,0.002608625713298985,0.3383333333333334,1.0,0.0,0.002608625713298985,0.4188079605236615
milliparklar.60,NENEHATUN_MP,MilliParklar,"Erzurum-Yakutiye, Erzurum-Palandöken",2009-06-05 21:00:00+00:00,,387.4231548,National Park,7,0.335,0.8,4345.988642145313,0.0,0.004406009495585413,0.335,1.0,0.0,0.004406009495585413,0.41791090142433784
tabiatparki.393,KARANLIKDERE KANYONU_TP,TabiatParklari,"Mugla-Seydikemer, Burdur-Altinyayla",2018-05-10 21:00:00+00:00,,1775.81,Nature Park,188,0.6366666666666666,0.5,4527.3161551233725,0.0,0.018618822963241494,0.6366666666666666,0.625,0.0,0.018618822963241494,0.41312615677781955
milliparklar.479,GALA GÖLÜ_MP,MilliParklar,"Edirne-Ipsala, Edirne-Enez",2005-03-04 22:00:00+00:00,2020-04-10 21:00:00+00:00,5923.49,National Park,26,0.0,0.8,44684.8818117865,1.0,0.06942219875306022,0.0,1.0,0.5,0.06942219875306022,0.4104133298129591
tabiatparki.456,SANSARAK KANYONU_TP,TabiatParklari,Bursa-Iznik,2021-04-19 21:00:00+00:00,,98.0,Nature Park,215,0.9383333333333334,0.2,14193.380650087876,0.0,0.0011218246374920904,0.9383333333333334,0.25,0.0,0.0011218246374920904,0.4035849403622905
tabiatparki.581,ERIKLITEPE_TP,TabiatParklari,Kocaeli-Gölcük,2011-07-10 21:00:00+00:00,2013-05-26 21:00:00+00:00,63.2974696641,Nature Park,265,0.9383333333333334,0.2,9345.826737572223,0.0,0.0007169111909111972,0.9383333333333334,0.25,0.0,0.0007169111909111972,0.4035242033453033
tabiatparki.25,GÖLBASI GÖLLERI_TP,TabiatParklari,Adiyaman-Gölbasi,2008-05-11 21:00:00+00:00,,2079.78945012,Nature Park,52,0.0,0.8,1890.2744192343953,1.0,0.022356085075105715,0.0,1.0,0.5,0.022356085075105715,0.4033534127612659
tabiatparki.528,ÇUBUK_KARAGÖL_TP,TabiatParklari,Ankara-Çubuk,2011-07-10 21:00:00+00:00,2015-02-08 22:00:00+00:00,114.3847558,Nature Park,247,0.6016666666666667,0.5,21176.24471411791,0.0,0.0013065150274249992,0.6016666666666667,0.625,0.0,0.0013065150274249992,0.3982793105874471
tabiatparki.629,BOLU_GOLCUK_TP,TabiatParklari,Bolu-Bolu_Merkez Ilçe,2011-07-10 21:00:00+00:00,2016-09-08 21:00:00+00:00,376.2431033,Nature Park,286,0.5933333333333334,0.5,6400.424787515779,0.0,0.004374738688322504,0.5933333333333334,0.625,0.0,0.004374738688322504,0.39582287746991507
tabiatparki.429,KARGALI_GÖLCÜK_TP,TabiatParklari,Bolu-Bolu_Merkez Ilçe,2014-04-16 21:00:00+00:00,,156.5139,Nature Park,202,0.5933333333333334,0.5,4681.787958154815,0.0,0.0018101364682485866,0.5933333333333334,0.625,0.0,0.0018101364682485866,0.39543818713690393
tabiatparki.588,AVCIKORU_TP,TabiatParklari,"Istanbul-Sile, Istanbul-Çekmeköy, Istanbul-Beykoz",2011-07-10 21:00:00+00:00,2013-03-11 22:00:00+00:00,649.373858018,Nature Park,270,0.91,0.2,55685.23070844674,0.0,0.007667284216070556,0.91,0.25,0.0,0.007667284216070556,0.3946500926324106
tabiatparki.121,PARK ORMAN_TP,TabiatParklari,Istanbul-Sariyer,2008-06-02 21:00:00+00:00,,148.735014347,Nature Park,72,0.91,0.2,40292.86197215067,0.0,0.0017411077656717911,0.91,0.25,0.0,0.0017411077656717911,0.3937611661648508
tabiatparki.153,FATIH SULTAN MEHMET_TP,TabiatParklari,Istanbul-Sariyer,2011-07-10 21:00:00+00:00,,113.213770661,Nature Park,81,0.91,0.2,42252.10276035972,0.0,0.001320924444901705,0.91,0.25,0.0,0.001320924444901705,0.39369813866673525
tabiatparki.258,GÖZTEPE_TP,TabiatParklari,Istanbul-Beykoz,2013-10-02 21:00:00+00:00,,59.0316265949,Nature Park,131,0.91,0.2,41370.83150398358,0.0,0.0006778161800720039,0.91,0.25,0.0,0.0006778161800720039,0.39360167242701083
tabiatparki.355,MIHRABAT_TP,TabiatParklari,Istanbul-Beykoz,2011-07-10 21:00:00+00:00,,20.0735357687,Nature Park,169,0.91,0.2,38752.23031407135,0.0,0.00021685868791388653,0.91,0.25,0.0,0.00021685868791388653,0.3935325288031871
tabiatparki.173,HACETDERESI_TP,TabiatParklari,Istanbul-Tuzla,2012-08-06 21:00:00+00:00,,16.0168333804,Nature Park,94,0.91,0.2,21541.84516642554,0.0,0.00016757455354640875,0.91,0.25,0.0,0.00016757455354640875,0.393525136183032
tabiatparki.40,ELMAS BURNU_TP,TabiatParklari,Istanbul-Beykoz,2011-07-10 21:00:00+00:00,,13.4626385333,Nature Park,57,0.91,0.2,64102.07213035296,0.0,0.00013927447355738698,0.91,0.25,0.0,0.00013927447355738698,0.3935208911710336
tabiatparki.66,TÜRKMENBASI_TP,TabiatParklari,Istanbul-Sariyer,1998-05-06 21:00:00+00:00,,6.39952023696,Nature Park,60,0.91,0.2,42705.04128636841,0.0,5.515477977939891e-05,0.91,0.25,0.0,5.515477977939891e-05,0.3935082732169669
tabiatparki.696,DENIZGÖRÜNDÜ_TP,TabiatParklari,Çanakkale-Merkez,2024-12-29 21:00:00+00:00,,86.5,Nature Park,317,0.9033333333333333,0.2,42586.349910932724,0.0,0.0009704204077769438,0.9033333333333333,0.25,0.0,0.0009704204077769438,0.3913122297278332
tabiatparki.226,ARTEBEL_GÖLLERI_TP,TabiatParklari,"Gümüshane-Siran, Gümüshane-Torul, Giresun-Alucra",1998-12-21 22:00:00+00:00,,5819.86408993,Nature Park,122,0.5516666666666666,0.5,66035.62708446782,0.0,0.06748862458131791,0.5516666666666666,0.625,0.0,0.06748862458131791,0.39070662702053094
tabiatparki.261,AYDINPINAR SELALESI_TP,TabiatParklari,Düzce-Düzce_Merkez Ilçe,2014-08-24 21:00:00+00:00,,100.5965199,Nature Park,132,0.6033333333333334,0.2,991.3866253760034,1.0,0.0011572631194937102,0.6033333333333334,0.25,0.5,0.0011572631194937102,0.3863402561345907
tabiatparki.709,GELIN UÇTU_TP,TabiatParklari,Manisa-Demirci,2025-06-16 21:00:00+00:00,,18.59,Nature Park,320,0.8883333333333333,0.2,5378.613687288916,0.0,0.00018684185603869155,0.8883333333333333,0.25,0.0,0.00018684185603869155,0.38594469294507244
tabiatparki.484,SARIGAZEL_TP,TabiatParklari,Samsun-19 Mayis,2011-07-10 21:00:00+00:00,2017-08-06 21:00:00+00:00,142.6524,Nature Park,229,0.23666666666666666,0.8,18325.574898463597,0.0,0.0016871302717964322,0.23666666666666666,1.0,0.0,0.0016871302717964322,0.3830864028741028
tabiatparki.679,DEREGÖL_TP,TabiatParklari,"Bolu-Merkez, Bolu-Yeniçaga",2023-04-06 21:00:00+00:00,,154.46,Nature Park,309,0.5933333333333334,0.2,8604.184319049142,1.0,0.0017930056880757657,0.5933333333333334,0.25,0.5,0.0017930056880757657,0.3829356175198781
tabiatparki.568,KAYABASI_TP,TabiatParklari,"Trabzon-Akçaabat, Trabzon-Maçka",2011-07-10 21:00:00+00:00,2015-11-01 21:00:00+00:00,134.1,Nature Park,259,0.5516666666666666,0.5,127661.63890734637,0.0,0.0015554808430590377,0.5516666666666666,0.625,0.0,0.0015554808430590377,0.38081665545979215
tabiatparki.463,TELME_TP,TabiatParklari,Gümüshane-Siran,2021-09-30 21:00:00+00:00,,74.9,Nature Park,218,0.5516666666666666,0.5,47237.455127218134,0.0,0.0008440899427207344,0.5516666666666666,0.625,0.0,0.0008440899427207344,0.3807099468247414
tabiatparki.287,LIMNI GÖLÜ_TP,TabiatParklari,Gümüshane-Torul,2011-07-10 21:00:00+00:00,2013-05-12 21:00:00+00:00,71.5354307795,Nature Park,143,0.5516666666666666,0.5,97496.97630406193,0.0,0.0008142143527764556,0.5516666666666666,0.625,0.0,0.0008142143527764556,0.38070546548624973
tabiatparki.340,KÖSE_TP,TabiatParklari,Gümüshane-Köse,2016-03-31 21:00:00+00:00,,30.2150467,Nature Park,161,0.5516666666666666,0.5,40161.070382928956,0.0,0.00032805066018357375,0.5516666666666666,0.625,0.0,0.00032805066018357375,0.3806325409323608
milliparklar.1,KARAGÖL_SAHARA_MP,MilliParklar,"Artvin-Savsat, Ardahan-Ardahan_Merkez Ilçe",1994-08-30 21:00:00+00:00,,3250.97184897,National Park,0,0.52,0.5,58913.426094012786,0.0,0.03860469454925251,0.52,0.625,0.0,0.03860469454925251,0.37529070418238786
milliparklar.460,SARIÇALI DAGI_MP,MilliParklar,Ankara-Nallihan,2021-10-27 21:00:00+00:00,,1024.0,National Park,24,0.5283333333333333,0.5,30401.699366459496,0.0,0.011804442413089018,0.5283333333333333,0.625,0.0,0.011804442413089018,0.37418733302863
tabiatparki.185,YEDIDEGIRMENLER_TP,TabiatParklari,"Giresun-Espiye, Giresun-Yaglidere",2013-05-08 21:00:00+00:00,,102.656079721,Nature Park,100,0.5083333333333333,0.5,105969.36370270922,0.0,0.0011832407577286655,0.5083333333333333,0.625,0.0,0.0011832407577286655,0.3655941527803259
tabiatparki.545,SABAN_KALESI_TP,TabiatParklari,"Giresun-Güce, Giresun-Tirebolu",2019-04-01 21:00:00+00:00,,58.97,Nature Park,252,0.5083333333333333,0.5,123612.57726970935,0.0,0.0006721063663738599,0.5083333333333333,0.625,0.0,0.0006721063663738599,0.3655174826216227
tabiatparki.673,DARIDERE_TP,TabiatParklari,Balikesir-Edremit,2011-07-10 21:00:00+00:00,2023-12-10 21:00:00+00:00,10.24,Nature Park,306,0.8283333333333333,0.2,9914.359356869789,0.0,9.548877900414936e-05,0.8283333333333333,0.25,0.0,9.548877900414936e-05,0.36493098998351725
tabiatparki.365,AYAZMA PINARI_TP,TabiatParklari,Çanakkale-Bayramiç,2011-07-10 21:00:00+00:00,,5.85064974581,Nature Park,173,0.8283333333333333,0.2,5103.335395911122,0.0,4.59054482765258e-05,0.8283333333333333,0.25,0.0,4.59054482765258e-05,0.36492355248390806
tabiatparki.110,DEREBAG SELALESI_TP,TabiatParklari,Kayseri-Yahyali,2011-07-10 21:00:00+00:00,,17.3657267903,Nature Park,69,0.8266666666666667,0.2,12189.292524231261,0.0,0.00016762518288554617,0.8266666666666667,0.25,0.0,0.00016762518288554617,0.3643584771107662
tabiatparki.594,USULUK KOYU_TP,TabiatParklari,Mugla-Bodrum,2011-07-10 21:00:00+00:00,2020-06-24 21:00:00+00:00,29.21,Nature Park,275,0.49666666666666665,0.5,37837.14903109915,0.0,0.0002882150226732779,0.49666666666666665,0.625,0.0,0.0002882150226732779,0.36137656558673426
tabiatparki.195,GAZILERDAGI_TP,TabiatParklari,Kocaeli-Gebze,2013-07-24 21:00:00+00:00,2023-07-04 21:00:00+00:00,103.93,Nature Park,107,0.81,0.2,13512.112155394516,0.0,0.0011990146725655072,0.81,0.25,0.0,0.0011990146725655072,0.35867985220088483
tabiatparki.657,KARLIK YAYLASI_TP,TabiatParklari,Yalova-Çinarcik,2023-07-04 21:00:00+00:00,,34.41,Nature Park,303,0.81,0.2,1763.3468742494322,0.0,0.00038031009704515395,0.81,0.25,0.0,0.00038031009704515395,0.3585570465145568
tabiatparki.578,HARMANKAYA_TP,TabiatParklari,Yalova-Termal,2011-07-10 21:00:00+00:00,2016-03-31 21:00:00+00:00,3.6041431,Nature Park,262,0.81,0.2,5389.216578820726,0.0,2.130261845312619e-05,0.81,0.25,0.0,2.130261845312619e-05,0.358503195392768
tabiatparki.481,MESIR TABIAT PARKI,TabiatParklari,Manisa-Yunusemre,2008-04-21 21:00:00+00:00,2013-05-09 21:00:00+00:00,12.0348410381,Nature Park,226,0.805,0.2,493.3238247784203,0.0,0.00011191705760661817,0.805,0.25,0.0,0.00011191705760661817,0.356766787558641
tabiatparki.358,SÜREYYA TABIAT PARKI,TabiatParklari,Manisa-Yunusemre,2011-07-10 21:00:00+00:00,,4.84375120301,Nature Park,170,0.805,0.2,1518.8537851058861,0.0,3.2656752716783916e-05,0.805,0.25,0.0,3.2656752716783916e-05,0.35675489851290754
tabiatparki.643,GILINDIRE MAGARASI_TP,TabiatParklari,Mersin-Aydincik,2013-08-05 21:00:00+00:00,2021-05-31 21:00:00+00:00,106.59,Nature Park,297,0.795,0.2,62381.977397203205,0.0,0.0010797188057753895,0.795,0.25,0.0,0.0010797188057753895,0.3534119578208663
tabiatparki.291,AYDINCIK_TP,TabiatParklari,Mersin-Aydincik,2011-07-10 21:00:00+00:00,,23.7117203599,Nature Park,144,0.795,0.2,64170.26198708195,0.0,0.00022414999178880645,0.795,0.25,0.0,0.00022414999178880645,0.3532836224987683
tabiatparki.163,PULLU_TP,TabiatParklari,Mersin-Anamur,2011-07-10 21:00:00+00:00,,10.1252464426,Nature Park,90,0.795,0.2,86408.01142226005,0.0,8.371290725479804e-05,0.795,0.25,0.0,8.371290725479804e-05,0.3532625569360882
tabiatparki.626,HARMANKAYA SELALELERI_TP,TabiatParklari,Zonguldak-Zonguldak_Merkez Ilçe,2019-03-11 21:00:00+00:00,2021-09-30 21:00:00+00:00,,Nature Park,284,0.4716666666666667,0.5,28138.609795935754,0.0,0.0018682229398711845,0.4716666666666667,0.625,0.0,0.0018682229398711845,0.352863566774314
tabiatparki.513,GÖLDAGI_TP,TabiatParklari,"Zonguldak-Kilimli, Zonguldak-Çaycuma, Zonguldak-Zonguldak_Merkez Ilçe",2011-07-10 21:00:00+00:00,2019-03-11 21:00:00+00:00,13.8939863,Nature Park,242,0.4716666666666667,0.5,31709.06507338184,0.0,0.0001454462717837196,0.4716666666666667,0.625,0.0,0.0001454462717837196,0.35260515027410094
tabiatparki.192,UZUNGÖL_TP,TabiatParklari,Trabzon-Çaykara,1989-10-02 22:00:00+00:00,,1642.01300993,Nature Park,104,0.4533333333333333,0.5,46105.50573222354,0.0,0.019138802429495467,0.4533333333333333,0.625,0.0,0.019138802429495467,0.34903748703109094
tabiatparki.551,ULUGÖL_TP,TabiatParklari,Ordu-Gölköy,2009-09-07 21:00:00+00:00,2021-12-06 21:00:00+00:00,69.39,Nature Park,255,0.4466666666666667,0.5,40359.916175871185,0.0,0.0007896864903077839,0.4466666666666667,0.625,0.0,0.0007896864903077839,0.3439517863068795
tabiatparki.424,YUNUS EMRE_TP,TabiatParklari,Eskisehir-Mihaliççik,2017-07-30 21:00:00+00:00,,61.3785598,Nature Park,199,0.7666666666666666,0.2,6142.784394502439,0.0,0.0006802478042343531,0.7666666666666666,0.25,0.0,0.0006802478042343531,0.3434353705039685
tabiatparki.455,PASACA_TP,TabiatParklari,Giresun-Görele,2020-09-14 21:00:00+00:00,,199.0,Nature Park,214,0.44333333333333336,0.5,139785.56266477617,0.0,0.002320869917851454,0.44333333333333336,0.625,0.0,0.002320869917851454,0.3430147971543444
tabiatparki.147,SIS DAGI TP,TabiatParklari,Trabzon-Salpazari,2019-03-11 21:00:00+00:00,,24.4878263,Nature Park,76,0.44333333333333336,0.5,132410.89084726333,0.0,0.0002669955817480256,0.44333333333333336,0.625,0.0,0.0002669955817480256,0.3427067160039289
tabiatparki.184,SERAGÖLÜ_TP,TabiatParklari,"Trabzon-Akçaabat, Trabzon-Ortahisar",2010-04-23 21:00:00+00:00,,21.9515744507,Nature Park,99,0.44333333333333336,0.5,141537.42634827888,0.0,0.0002384146865845,0.44333333333333336,0.625,0.0,0.0002384146865845,0.34270242886965435
tabiatparki.567,BESIKDAGI_TP,TabiatParklari,Trabzon-Besikdüzü,2016-05-29 21:00:00+00:00,2017-01-26 21:00:00+00:00,20.9320152,Nature Park,258,0.44333333333333336,0.5,158860.20189730142,0.0,0.00022670688405471026,0.44333333333333336,0.625,0.0,0.00022670688405471026,0.3427006726992749
tabiatparki.655,HANDÜZÜ_TP,TabiatParklari,Rize-Güneysu,2014-12-01 22:00:00+00:00,2023-07-04 21:00:00+00:00,326.32,Nature Park,302,0.4383333333333333,0.5,64500.61066438044,0.0,0.0038196718100461796,0.4383333333333333,0.625,0.0,0.0038196718100461796,0.3414896174381736
tabiatparki.367,ISIRLIK_TP,TabiatParklari,Rize-Rize_Merkez Ilçe,2015-04-01 21:00:00+00:00,,12.4289822,Nature Park,174,0.4383333333333333,0.5,79809.07528639195,0.0,0.0001259890360958106,0.4383333333333333,0.625,0.0,0.0001259890360958106,0.340935565022081
tabiatparki.636,SÜRMENE_ÇAMBURNU_TP,TabiatParklari,Trabzon-Sürmene,2011-07-10 21:00:00+00:00,2019-03-28 21:00:00+00:00,5.33,Nature Park,291,0.4383333333333333,0.5,85474.82608917159,0.0,4.2150863655916573e-05,0.4383333333333333,0.625,0.0,4.2150863655916573e-05,0.340922989296215
tabiatparki.469,GENÇLIK_TP,TabiatParklari,Rize-Rize_Merkez Ilçe,2022-06-06 21:00:00+00:00,,5.09,Nature Park,221,0.4383333333333333,0.5,80604.02204136878,0.0,3.934744421491096e-05,0.4383333333333333,0.625,0.0,3.934744421491096e-05,0.3409225687832989
tabiatparki.651,SAHINKAYA_KANYONU_TP,TabiatParklari,"Samsun-Vezirköprü, Sinop-Duragan",2015-09-20 21:00:00+00:00,2019-03-11 21:00:00+00:00,1032.1379625,Nature Park,300,0.1,0.8,27288.148915318485,0.0,0.012254709124662616,0.1,1.0,0.0,0.012254709124662616,0.3368382063686994
tabiatparki.493,INBUKU_TP,TabiatParklari,Mugla-Datça,2011-07-10 21:00:00+00:00,2020-09-20 21:00:00+00:00,36.0,Nature Park,235,0.4116666666666666,0.5,8562.889689822472,0.0,0.002976387922321309,0.4116666666666666,0.625,0.0,0.002976387922321309,0.33202979152168155
milliparklar.69,HATILA VADISI_MP,MilliParklar,"Artvin-Yusufeli, Artvin-Murgul, Artvin-Artvin_Merkez Ilçe",1994-08-30 21:00:00+00:00,,16943.7794107,National Park,9,0.32666666666666666,0.5,104740.8255464823,0.0,0.20061820885872542,0.32666666666666666,0.625,0.0,0.20061820885872542,0.33192606466214214
tabiatparki.313,SARLAN_TP,TabiatParklari,Aydin-Çine,2014-03-11 22:00:00+00:00,,37.0287,Nature Park,155,0.72,0.2,12316.766665046554,0.0,0.000376491760299741,0.72,0.25,0.0,0.000376491760299741,0.32705647376404495
tabiatparki.584,KOÇKAYASI_TP,TabiatParklari,Giresun-Dereli,2011-07-10 21:00:00+00:00,2017-07-25 21:00:00+00:00,252.160623,Nature Park,267,0.7016666666666667,0.2,67038.65298557258,0.0,0.0029189269517886033,0.7016666666666667,0.25,0.0,0.0029189269517886033,0.3210211723761016
tabiatparki.268,AYMAÇ_TP,TabiatParklari,Giresun-Dereli,2017-09-21 21:00:00+00:00,2024-03-29 21:00:00+00:00,63.35,Nature Park,137,0.7016666666666667,0.2,64461.0896335152,0.0,0.0007178845765316271,0.7016666666666667,0.25,0.0,0.0007178845765316271,0.3206910160198131
tabiatparki.349,DEGIRMENBURNU_TP,TabiatParklari,Istanbul-Adalar,2011-07-10 21:00:00+00:00,,13.4435847533,Nature Park,167,0.91,0.0,14105.175724542734,0.0,0.00013737818021251758,0.91,0.0,0.0,0.00013737818021251758,0.31852060672703186
tabiatparki.149,DILBURNU_TP,TabiatParklari,Istanbul-Adalar,2011-07-10 21:00:00+00:00,,6.86913307955,Nature Park,77,0.91,0.0,11734.100312308992,0.0,6.003411434583351e-05,0.91,0.0,0.0,6.003411434583351e-05,0.31850900511715186
tabiatparki.34,BÜYÜKADA_TP,TabiatParklari,Istanbul-Adalar,2011-07-10 21:00:00+00:00,,2.66612243675,Nature Park,54,0.91,0.0,11073.32634937112,0.0,1.0637871924559909e-05,0.91,0.0,0.0,1.0637871924559909e-05,0.3185015956807887
tabiatparki.283,TUNCA VADISI_TP,TabiatParklari,"Rize-Ardesen, Rize-Findikli",2013-07-10 21:00:00+00:00,,4082.45234583,Nature Park,141,0.32666666666666666,0.5,103129.90511289876,0.0,0.04820866065310986,0.32666666666666666,0.625,0.0,0.04820866065310986,0.30906463243129983
milliparklar.694,DIVRIGI_MP,MilliParklar,Sivas-Divrigi,2024-11-01 21:00:00+00:00,,5049.34,National Park,47,0.0,0.8,11480.425631269998,0.0,0.056794210639758494,0.0,1.0,0.0,0.056794210639758494,0.3085191315959638
tabiatparki.373,YESILYUVA_TP,TabiatParklari,Kastamonu-Abana,2011-07-10 21:00:00+00:00,,5.02799949401,Nature Park,178,0.3383333333333334,0.5,54967.54206062073,0.0,4.0486219896171427e-05,0.3383333333333334,0.625,0.0,4.0486219896171427e-05,0.3059227395996511
milliparklar.27,IGNEADA_LONGOZ_ORMANLARI_MP,MilliParklar,Kirklareli-Demirköy,2007-11-12 22:00:00+00:00,,3155.00193135,National Park,3,0.0,0.8,140781.85676178162,0.0,0.038203459689247085,0.0,1.0,0.0,0.038203459689247085,0.30573051895338704
tabiatparki.282,ALTIPARMAK_TP,TabiatParklari,"Artvin-Yusufeli, Rize-Ardesen",2013-07-10 21:00:00+00:00,,2110.92253085,Nature Park,140,0.32666666666666666,0.5,95362.39779022722,0.0,0.024957308829318802,0.32666666666666666,0.625,0.0,0.024957308829318802,0.30557692965773114
tabiatparki.269,BALIKLI_GÜNESLI_SELALERI_TP,TabiatParklari,Artvin-Hopa,2017-05-31 21:00:00+00:00,,173.468082,Nature Park,138,0.32666666666666666,0.5,139202.98340619128,0.0,0.0020472971449083622,0.32666666666666666,0.625,0.0,0.0020472971449083622,0.3021404279050696
tabiatparki.436,CEHENNEM DERESI_TP,TabiatParklari,Artvin-Ardanuç,2018-04-30 21:00:00+00:00,,31.7765,Nature Park,204,0.32666666666666666,0.5,83354.98468064854,0.0,0.0003557410717900704,0.32666666666666666,0.625,0.0,0.0003557410717900704,0.3018866944941018
tabiatparki.482,ZINAV GÖLÜ_TP,TabiatParklari,Tokat-Resadiye,2011-07-10 21:00:00+00:00,2019-03-11 21:00:00+00:00,401.204873,Nature Park,227,0.0,0.8,8760.646097132592,0.0,0.0046399573837921995,0.0,1.0,0.0,0.0046399573837921995,0.3006959936075688
tabiatparki.443,OBRUK_SELALESI_TP,TabiatParklari,Adana-Saimbeyli,2018-05-10 21:00:00+00:00,,257.1648498,Nature Park,208,0.0,0.8,1328.3961466479236,0.0,0.002765062191858212,0.0,1.0,0.0,0.002765062191858212,0.3004147593287787
milliparklar.337,MALAZGIRT MEYDAN MUHAREBESI_MP,MilliParklar,Mus-Malazgirt,2018-03-16 21:00:00+00:00,,238.3281702,National Park,21,0.0,0.8,10940.704520181902,0.0,0.002642108971812725,0.0,1.0,0.0,0.002642108971812725,0.3003963163457719
tabiatparki.538,GÜNPINAR_SELALESI_TP,TabiatParklari,Malatya-Darende,2018-06-25 21:00:00+00:00,,135.1655643,Nature Park,249,0.0,0.8,10930.711312028223,0.0,0.0014659725492468189,0.0,1.0,0.0,0.0014659725492468189,0.300219895882387
tabiatparki.497,BUZLUK_TP,TabiatParklari,Sinop-Duragan,2020-08-22 21:00:00+00:00,,51.6,Nature Park,239,0.0,0.8,7495.513669562644,0.0,0.00059772984276248,0.0,1.0,0.0,0.00059772984276248,0.30008965947641436
tabiatparki.453,SALDA GÖLÜ_TP,TabiatParklari,Burdur-Yesilova,2011-07-10 21:00:00+00:00,2019-03-11 21:00:00+00:00,57.2580427,Nature Park,212,0.0,0.8,18613.659558434374,0.0,0.0005912264482086933,0.0,1.0,0.0,0.0005912264482086933,0.3000886839672313
tabiatparki.442,AKGÖL_TP,TabiatParklari,Sinop-Boyabat,2018-05-27 21:00:00+00:00,,40.0128845,Nature Park,207,0.0,0.8,8404.224278998541,0.0,0.00046178524708982135,0.0,1.0,0.0,0.00046178524708982135,0.30006926778706344
tabiatparki.591,DANISMENT_TP,TabiatParklari,Edirne-Kesan,2011-07-10 21:00:00+00:00,2020-05-03 21:00:00+00:00,34.0,Nature Park,273,0.0,0.8,16807.183361363586,0.0,0.00037611279978519793,0.0,1.0,0.0,0.00037611279978519793,0.30005641691996776
tabiatparki.403,VAKIF_TP,TabiatParklari,Edirne-Enez,2018-05-20 21:00:00+00:00,,26.78577,Nature Park,193,0.0,0.8,21340.998205869626,0.0,0.0002918194627515311,0.0,1.0,0.0,0.0002918194627515311,0.3000437729194127
tabiatparki.496,INALTI_MAGARASI_TP,TabiatParklari,Sinop-Ayancik,2020-08-02 21:00:00+00:00,,22.792,Nature Park,238,0.0,0.8,13463.700842128092,0.0,0.0002544231771931352,0.0,1.0,0.0,0.0002544231771931352,0.30003816347657897
tabiatparki.395,ÇILINGÖZ_TP,TabiatParklari,Istanbul-Çatalca,2011-07-10 21:00:00+00:00,,17.73,Nature Park,190,0.0,0.8,95588.27181608121,0.0,0.00019205273816285334,0.0,1.0,0.0,0.00019205273816285334,0.3000288079107244
