id,kentAtlasiDegeriKodu,kentAtlasiDegeri,gecirimsizlikKatmani,tucbsNo,aciklama,gecerlilikBaslangici,gecerlilikSonu,gozlemTarihi,hilucsAraziKullanimi,hilucsDurumu,olcek,surumBaslangicZamani,surumBitisZamani,total_population,estimated_water_supply,population_pressure,urban_water_stress_score
sehirAtlasi.814,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976301,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3902149783989535,0.0,0.0
sehirAtlasi.815,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976302,,2019-10-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.5718258324036121,0.0,0.0
sehirAtlasi.846,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976553,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.346292562157464,0.0,0.0
sehirAtlasi.848,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976555,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3233812692397002,0.0,0.0
sehirAtlasi.849,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976556,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3596299159830563,0.0,0.0
sehirAtlasi.850,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976557,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5255646588363944,0.0,0.0
sehirAtlasi.851,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976558,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3622926214566917,0.0,0.0
sehirAtlasi.852,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976559,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3634846211011673,0.0,0.0
sehirAtlasi.853,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976560,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3639510115626265,0.0,0.0
sehirAtlasi.854,22000,Sürekli Ürünler,0,CBSGM_1_7976561,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3772455686414427,0.0,0.0
sehirAtlasi.855,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976562,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3784660993915079,0.0,0.0
sehirAtlasi.856,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976563,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3806504686360803,0.0,0.0
sehirAtlasi.857,12120,Ticaret Alanları,0,CBSGM_1_7976564,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.1937920054906428,0.0,0.0
sehirAtlasi.858,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),4,CBSGM_1_9021504,,2019-04-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.4192701072211677,0.0,0.0
sehirAtlasi.859,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976565,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.193561537052733,0.0,0.0
sehirAtlasi.860,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976566,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.1924566307291904,0.0,0.0
sehirAtlasi.861,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976567,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.192136831751696,0.0,0.0
sehirAtlasi.862,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976568,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.1923842199099077,0.0,0.0
sehirAtlasi.863,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976569,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2024641203363533,0.0,0.0
sehirAtlasi.864,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_9021505,,2019-04-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.4653351186199768,0.0,0.0
sehirAtlasi.865,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976570,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.529976112673122,0.0,0.0
sehirAtlasi.866,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976571,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5314073496507244,0.0,0.0
sehirAtlasi.867,22000,Sürekli Ürünler,0,CBSGM_1_7976572,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.530254221123139,0.0,0.0
sehirAtlasi.868,50000,Su Alanları,0,CBSGM_1_8933243,,2019-12-16 00:00:00+00:00,,,,,1:10000,,,0.0,0.8081984190079602,0.0,0.0
sehirAtlasi.869,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),43,CBSGM_1_8933244,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.8061733727484857,0.0,0.0
sehirAtlasi.870,14200,Spor Ve Eğlence Alanları,7,CBSGM_1_8933245,,2019-06-14 00:00:00+00:00,,,,,1:10000,,,0.0,0.7923801608403258,0.0,0.0
sehirAtlasi.871,12120,Ticaret Alanları,0,CBSGM_1_7976573,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2182927415887914,0.0,0.0
sehirAtlasi.872,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976574,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2287213155288244,0.0,0.0
sehirAtlasi.873,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976575,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2286278056714282,0.0,0.0
sehirAtlasi.874,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976576,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2280847807719277,0.0,0.0
sehirAtlasi.847,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976554,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.352550138799302,0.0,0.0
sehirAtlasi.845,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976552,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.337510606827197,0.0,0.0
sehirAtlasi.816,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976303,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4136166305003122,0.0,0.0
sehirAtlasi.844,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976551,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.365541077660132,0.0,0.0
sehirAtlasi.817,50000,Su Alanları,0,CBSGM_1_7976304,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.7390707004189232,0.0,0.0
sehirAtlasi.818,11300,İzole Yapılar,0,CBSGM_1_7976305,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.9930604279867382,0.0,0.0
sehirAtlasi.819,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),12,CBSGM_1_7976306,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,0.6566526448185946,0.0,0.0
sehirAtlasi.820,11300,İzole Yapılar,0,CBSGM_1_7976307,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.4872289529144571,0.0,0.0
sehirAtlasi.821,11300,İzole Yapılar,0,CBSGM_1_7976308,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.4755186529233615,0.0,0.0
sehirAtlasi.822,11300,İzole Yapılar,0,CBSGM_1_7976309,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.499557405916348,0.0,0.0
sehirAtlasi.823,12150,Eğitim Alanları,0,CBSGM_1_7976310,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,1.153223846319361,0.0,0.0
sehirAtlasi.824,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),26,CBSGM_1_7976311,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.8524902221305766,0.0,0.0
sehirAtlasi.825,11300,İzole Yapılar,3,CBSGM_1_7976312,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7943411773074984,0.0,0.0
sehirAtlasi.826,11300,İzole Yapılar,3,CBSGM_1_7976313,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7934154158364063,0.0,0.0
sehirAtlasi.827,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976314,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.4021851631102873,0.0,0.0
sehirAtlasi.828,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),9,CBSGM_1_7976315,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.6156289399988876,0.0,0.0
sehirAtlasi.829,12170,İbadethane Alanları,21,CBSGM_1_7976316,,2019-06-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5921614330941893,0.0,0.0
sehirAtlasi.830,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976317,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,0.6047486359615517,0.0,0.0
sehirAtlasi.831,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976318,,2019-06-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.3001534588688766,0.0,0.0
sehirAtlasi.832,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976539,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.2218039500655695,0.0,0.0
sehirAtlasi.833,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976540,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.225822716556729,0.0,0.0
sehirAtlasi.834,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976541,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.2580088454552274,0.0,0.0
sehirAtlasi.835,23000,Mera Alanları,0,CBSGM_1_7976542,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.2407608942489659,0.0,0.0
sehirAtlasi.836,23000,Mera Alanları,0,CBSGM_1_7976543,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.222348699918291,0.0,0.0
sehirAtlasi.837,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976544,,2019-11-23 00:00:00+00:00,,,,,1:10000,,,0.0,0.5236455948051856,0.0,0.0
sehirAtlasi.838,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976545,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.523773145423913,0.0,0.0
sehirAtlasi.839,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976546,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5340099565035312,0.0,0.0
sehirAtlasi.840,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976547,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5218479221346867,0.0,0.0
sehirAtlasi.841,22000,Sürekli Ürünler,0,CBSGM_1_7976548,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3198897175066377,0.0,0.0
sehirAtlasi.842,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976549,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3689207567354926,0.0,0.0
sehirAtlasi.843,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976550,,2019-09-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.3591946760694893,0.0,0.0
sehirAtlasi.502,11100,Sürekli Kentsel Alan (> 80%),35,CBSGM_1_7984646,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.2582591189483823,0.0,0.0
sehirAtlasi.501,12110,Sanayi ve Üretim Alanları,47,CBSGM_1_7984645,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.1810508865684035,0.0,0.0
sehirAtlasi.500,12160,Sağlık Alanları,26,CBSGM_1_7984644,,2019-05-27 00:00:00+00:00,,,,,1:10000,,,0.0,1.3308839434951865,0.0,0.0
sehirAtlasi.172,11100,Sürekli Kentsel Alan (> 80%),42,CBSGM_1_7984188,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.054313611208022,0.0,0.0
sehirAtlasi.159,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984179,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.6186974906452591,0.0,0.0
sehirAtlasi.160,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984180,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.7091323878099633,0.0,0.0
sehirAtlasi.161,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984181,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.0927640796608145,0.0,0.0
sehirAtlasi.162,50000,Su Alanları,0,CBSGM_1_8761383,,2019-04-10 00:00:00+00:00,,,,,1:10000,,,0.0,0.44444824803836364,0.0,0.0
sehirAtlasi.163,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7984182,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2214894005679193,0.0,0.0
sehirAtlasi.164,50000,Su Alanları,0,CBSGM_1_8761384,,2019-04-10 00:00:00+00:00,,,,,1:10000,,,0.0,0.4508094511042347,0.0,0.0
sehirAtlasi.165,50000,Su Alanları,0,CBSGM_1_8761386,,2019-04-10 00:00:00+00:00,,,,,1:10000,,,0.0,0.4645375880696546,0.0,0.0
sehirAtlasi.166,50000,Su Alanları,0,CBSGM_1_8761387,,2019-04-10 00:00:00+00:00,,,,,1:10000,,,0.0,0.46644712292466023,0.0,0.0
sehirAtlasi.167,13400,Mevcut Kullanımı Olmayan Alanlar,1,CBSGM_1_7984183,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.6569367545445701,0.0,0.0
sehirAtlasi.168,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),0,CBSGM_1_7984184,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,1.1977020322131633,0.0,0.0
sehirAtlasi.169,12150,Eğitim Alanları,43,CBSGM_1_7984185,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,0.5629166321480159,0.0,0.0
sehirAtlasi.170,12120,Ticaret Alanları,7,CBSGM_1_7984186,,2019-06-10 00:00:00+00:00,,,,,1:10000,,,0.0,0.8645217741842617,0.0,0.0
sehirAtlasi.171,12110,Sanayi ve Üretim Alanları,48,CBSGM_1_7984187,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,1.1626076193080679,0.0,0.0
sehirAtlasi.173,11100,Sürekli Kentsel Alan (> 80%),50,CBSGM_1_7984189,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.09740561355103,0.0,0.0
sehirAtlasi.126,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),51,CBSGM_1_7984156,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.337167368327845,0.0,0.0
sehirAtlasi.174,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),38,CBSGM_1_7984190,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.9351572002751226,0.0,0.0
sehirAtlasi.175,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984191,,2020-01-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.0952098581464078,0.0,0.0
sehirAtlasi.176,11100,Sürekli Kentsel Alan (> 80%),41,CBSGM_1_7984192,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.1651951888496959,0.0,0.0
sehirAtlasi.177,11100,Sürekli Kentsel Alan (> 80%),80,CBSGM_1_7984193,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,0.9602423141667364,0.0,0.0
sehirAtlasi.178,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),13,CBSGM_1_7984194,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,0.7777403501600739,0.0,0.0
sehirAtlasi.179,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),21,CBSGM_1_7984375,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.2759949739162386,0.0,0.0
sehirAtlasi.180,12150,Eğitim Alanları,33,CBSGM_1_7984376,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.1786834875103671,0.0,0.0
sehirAtlasi.181,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984377,,2020-01-03 00:00:00+00:00,,,,,1:10000,,,0.0,0.7749819661640239,0.0,0.0
sehirAtlasi.182,12170,İbadethane Alanları,19,CBSGM_1_338824,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.3923578495339317,0.0,0.0
sehirAtlasi.183,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),6,CBSGM_1_7984378,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.1683211968811125,0.0,0.0
sehirAtlasi.184,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),40,CBSGM_1_7984379,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.1072348041211248,0.0,0.0
sehirAtlasi.185,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),13,CBSGM_1_7984380,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.3260409453606676,0.0,0.0
sehirAtlasi.186,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_7984381,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.1877269287016747,0.0,0.0
sehirAtlasi.158,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984178,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.9506307153525175,0.0,0.0
sehirAtlasi.157,12120,Ticaret Alanları,2,CBSGM_1_338820,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.40831762859609,0.0,0.0
sehirAtlasi.156,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984177,,2019-02-14 00:00:00+00:00,,,,,1:10000,,,0.0,1.2903921916080716,0.0,0.0
sehirAtlasi.155,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984176,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.6229332873481279,0.0,0.0
sehirAtlasi.128,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),51,CBSGM_1_7984158,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.3347664705690714,0.0,0.0
sehirAtlasi.129,11100,Sürekli Kentsel Alan (> 80%),47,CBSGM_1_7984159,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.171096097000635,0.0,0.0
sehirAtlasi.130,11100,Sürekli Kentsel Alan (> 80%),45,CBSGM_1_7984160,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1401527802418618,0.0,0.0
sehirAtlasi.131,11100,Sürekli Kentsel Alan (> 80%),47,CBSGM_1_7984161,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1458596014773548,0.0,0.0
sehirAtlasi.132,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_7984162,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1783117379329475,0.0,0.0
sehirAtlasi.133,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),19,CBSGM_1_7984163,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.2164178334709352,0.0,0.0
sehirAtlasi.134,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984164,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.369888387813791,0.0,0.0
sehirAtlasi.135,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),13,CBSGM_1_338813,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.436164178769929,0.0,0.0
sehirAtlasi.136,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),6,CBSGM_1_7984165,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5585289517067468,0.0,0.0
sehirAtlasi.137,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),14,CBSGM_1_7984166,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.6451915290381567,0.0,0.0
sehirAtlasi.138,12120,Ticaret Alanları,39,CBSGM_1_338814,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4377898203468407,0.0,0.0
sehirAtlasi.139,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),21,CBSGM_1_338815,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4246100075234294,0.0,0.0
sehirAtlasi.140,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),14,CBSGM_1_7984167,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,1.1754231370931427,0.0,0.0
sehirAtlasi.141,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),4,CBSGM_1_7984168,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.629295000306668,0.0,0.0
sehirAtlasi.142,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),27,CBSGM_1_338816,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.424003489791607,0.0,0.0
sehirAtlasi.143,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),26,CBSGM_1_1398967,,2019-07-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.4556643702477317,0.0,0.0
sehirAtlasi.144,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),19,CBSGM_1_7984169,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.6468352897192312,0.0,0.0
sehirAtlasi.145,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984170,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.668546337186374,0.0,0.0
sehirAtlasi.146,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984171,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.6189650668893192,0.0,0.0
sehirAtlasi.147,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),30,CBSGM_1_1398968,,2019-07-16 00:00:00+00:00,,,,,1:10000,,,0.0,1.4467332986256956,0.0,0.0
sehirAtlasi.148,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984172,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.219927586680182,0.0,0.0
sehirAtlasi.149,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),22,CBSGM_1_338818,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4104572458062625,0.0,0.0
sehirAtlasi.150,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984173,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.618723084607675,0.0,0.0
sehirAtlasi.151,12220,Diğer Yollar ve İlgili Alanlar,8,CBSGM_1_7984174,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1755854922451778,0.0,0.0
sehirAtlasi.152,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),7,CBSGM_1_338819,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.412379336301115,0.0,0.0
sehirAtlasi.153,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),25,CBSGM_1_338817,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4208462456544018,0.0,0.0
sehirAtlasi.154,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984175,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.62400049875034,0.0,0.0
sehirAtlasi.187,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),38,CBSGM_1_338826,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4091549961983363,0.0,0.0
sehirAtlasi.188,11100,Sürekli Kentsel Alan (> 80%),43,CBSGM_1_7984382,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2151408006297264,0.0,0.0
sehirAtlasi.189,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984383,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,0.7256857808803483,0.0,0.0
sehirAtlasi.220,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),26,CBSGM_1_7984411,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.6750000232329145,0.0,0.0
sehirAtlasi.222,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),41,CBSGM_1_7984413,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2275855717705024,0.0,0.0
sehirAtlasi.223,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),11,CBSGM_1_7984414,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.4771180386999025,0.0,0.0
sehirAtlasi.224,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),36,CBSGM_1_7984415,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.3898725092740691,0.0,0.0
sehirAtlasi.225,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),49,CBSGM_1_7984416,,2019-02-14 00:00:00+00:00,,,,,1:10000,,,0.0,0.6669841336448017,0.0,0.0
sehirAtlasi.226,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984417,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2435281515855814,0.0,0.0
sehirAtlasi.227,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),12,CBSGM_1_7984418,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.1770827679559877,0.0,0.0
