id,kentAtlasiDegeriKodu,kentAtlasiDegeri,gecirimsizlikKatmani,tucbsNo,aciklama,gecerlilikBaslangici,gecerlilikSonu,gozlemTarihi,hilucsAraziKullanimi,hilucsDurumu,olcek,surumBaslangicZamani,surumBitisZamani,total_population,estimated_water_supply,population_pressure,urban_water_stress_score
sehirAtlasi.892,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976592,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.21961147084563,0.0,0.0
sehirAtlasi.893,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976593,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2212542949294531,0.0,0.0
sehirAtlasi.894,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976594,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.222052647457137,0.0,0.0
sehirAtlasi.895,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976595,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2211239341020406,0.0,0.0
sehirAtlasi.896,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976596,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.219971153150494,0.0,0.0
sehirAtlasi.897,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976597,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2063508904075946,0.0,0.0
sehirAtlasi.898,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976598,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.209367908945642,0.0,0.0
sehirAtlasi.899,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976599,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2230688501972273,0.0,0.0
sehirAtlasi.900,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976600,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2224719677172575,0.0,0.0
sehirAtlasi.901,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976601,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2233929356042204,0.0,0.0
sehirAtlasi.902,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976602,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.223717971290621,0.0,0.0
sehirAtlasi.903,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976603,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2255193689568573,0.0,0.0
sehirAtlasi.904,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976604,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2249906513106874,0.0,0.0
sehirAtlasi.905,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976605,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2219819783116606,0.0,0.0
sehirAtlasi.938,14200,Spor Ve Eğlence Alanları,0,CBSGM_1_7976639,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7055384779002254,0.0,0.0
sehirAtlasi.939,12130,Kamu Alanları,0,CBSGM_1_7976640,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7311646238028773,0.0,0.0
sehirAtlasi.940,12170,İbadethane Alanları,0,CBSGM_1_7976641,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.8249852278022092,0.0,0.0
sehirAtlasi.971,12120,Ticaret Alanları,0,CBSGM_1_7976670,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.8808171157320311,0.0,0.0
sehirAtlasi.973,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976672,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.725304884046704,0.0,0.0
sehirAtlasi.974,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976673,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7254677481504446,0.0,0.0
sehirAtlasi.975,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976674,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7169855220345278,0.0,0.0
sehirAtlasi.976,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976675,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7213952411859574,0.0,0.0
sehirAtlasi.977,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976676,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7144433200758546,0.0,0.0
sehirAtlasi.978,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976677,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.714234642964457,0.0,0.0
sehirAtlasi.979,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976678,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7243726064969687,0.0,0.0
sehirAtlasi.980,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976679,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7276306465346235,0.0,0.0
sehirAtlasi.981,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976680,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7247413320454752,0.0,0.0
sehirAtlasi.982,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),10,CBSGM_1_7976444,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.5658382426135646,0.0,0.0
sehirAtlasi.983,12170,İbadethane Alanları,0,CBSGM_1_7976445,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.5654002261064475,0.0,0.0
sehirAtlasi.984,12150,Eğitim Alanları,0,CBSGM_1_7976446,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.5668743467983741,0.0,0.0
sehirAtlasi.985,12130,Kamu Alanları,0,CBSGM_1_7976447,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7850596593073984,0.0,0.0
sehirAtlasi.986,12130,Kamu Alanları,0,CBSGM_1_7976448,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.832091425464018,0.0,0.0
sehirAtlasi.987,12150,Eğitim Alanları,0,CBSGM_1_7976449,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7178655418127307,0.0,0.0
sehirAtlasi.988,14210,Otel/ Tatil Köyü,0,CBSGM_1_7976450,,2019-12-24 00:00:00+00:00,,,,,1:10000,,,0.0,0.8744242126498101,0.0,0.0
sehirAtlasi.989,14210,Otel/ Tatil Köyü,0,CBSGM_1_7976451,,2019-12-24 00:00:00+00:00,,,,,1:10000,,,0.0,0.8756293906134438,0.0,0.0
sehirAtlasi.990,22000,Sürekli Ürünler,0,CBSGM_1_7976452,,2019-06-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.6477689529064334,0.0,0.0
sehirAtlasi.991,14110,Mezarlık Alanları,0,CBSGM_1_7976453,,2019-06-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.0341969582057908,0.0,0.0
sehirAtlasi.992,14200,Spor Ve Eğlence Alanları,0,CBSGM_1_7976454,,2019-06-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.6650432284217149,0.0,0.0
sehirAtlasi.993,12130,Kamu Alanları,0,CBSGM_1_7976455,,2019-06-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.6586854185628664,0.0,0.0
sehirAtlasi.994,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976456,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.7975524171918589,0.0,0.0
sehirAtlasi.995,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976457,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.7999436084439291,0.0,0.0
sehirAtlasi.996,23000,Mera Alanları,0,CBSGM_1_7976458,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.7880683398170376,0.0,0.0
sehirAtlasi.997,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976459,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.6562773823760907,0.0,0.0
sehirAtlasi.998,12120,Ticaret Alanları,0,CBSGM_1_7976460,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.1550856034583943,0.0,0.0
sehirAtlasi.999,12120,Ticaret Alanları,13,CBSGM_1_7976461,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.1453312570381635,0.0,0.0
sehirAtlasi.972,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976671,,2019-07-02 00:00:00+00:00,,,,,1:10000,,,0.0,0.7258248562147862,0.0,0.0
sehirAtlasi.970,12120,Ticaret Alanları,0,CBSGM_1_7976669,,2019-07-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.7026936592673456,0.0,0.0
sehirAtlasi.941,12130,Kamu Alanları,0,CBSGM_1_7976642,,2019-06-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.777571431889548,0.0,0.0
sehirAtlasi.969,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),0,CBSGM_1_7976668,,2019-11-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.7037083430880693,0.0,0.0
sehirAtlasi.942,12170,İbadethane Alanları,0,CBSGM_1_7976643,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.2990182851431589,0.0,0.0
sehirAtlasi.943,14200,Spor Ve Eğlence Alanları,0,CBSGM_1_7976644,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.0363888082589376,0.0,0.0
sehirAtlasi.944,12130,Kamu Alanları,0,CBSGM_1_7976645,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.153590426483239,0.0,0.0
sehirAtlasi.945,12170,İbadethane Alanları,0,CBSGM_1_7976646,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.131682746300461,0.0,0.0
sehirAtlasi.946,12170,İbadethane Alanları,0,CBSGM_1_7976647,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.0618189183319258,0.0,0.0
sehirAtlasi.947,23000,Mera Alanları,0,CBSGM_1_7976648,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,0.9685163828502812,0.0,0.0
sehirAtlasi.948,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976649,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,0.9576294411829276,0.0,0.0
sehirAtlasi.949,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976650,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.0599928906854572,0.0,0.0
sehirAtlasi.950,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976651,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,0.9939586456914619,0.0,0.0
sehirAtlasi.951,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976652,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9572811268406755,0.0,0.0
sehirAtlasi.952,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976653,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9631758461900266,0.0,0.0
sehirAtlasi.953,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976654,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9617394735980354,0.0,0.0
sehirAtlasi.954,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976655,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9591212414372327,0.0,0.0
sehirAtlasi.955,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976656,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9608653023444811,0.0,0.0
sehirAtlasi.956,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976657,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9615678665791176,0.0,0.0
sehirAtlasi.957,32000,Maki veya Otsu Bitkiler,8,CBSGM_1_7976658,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,0.9987781745066566,0.0,0.0
sehirAtlasi.958,12170,İbadethane Alanları,0,CBSGM_1_7976659,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9627425703153691,0.0,0.0
sehirAtlasi.959,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976660,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9641153894199618,0.0,0.0
sehirAtlasi.960,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976661,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9653047690951917,0.0,0.0
sehirAtlasi.961,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976662,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9676681436989505,0.0,0.0
sehirAtlasi.962,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976663,,2019-06-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.9678964288815219,0.0,0.0
sehirAtlasi.963,13100,Maden Ocağı ve Boşaltım Sahaları,0,CBSGM_1_7976664,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.5545989366059287,0.0,0.0
sehirAtlasi.964,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976665,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.642595630653131,0.0,0.0
sehirAtlasi.965,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_312972,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.299168810561452,0.0,0.0
sehirAtlasi.966,23000,Mera Alanları,0,CBSGM_1_7976666,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.4672215928274044,0.0,0.0
sehirAtlasi.967,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976667,,2019-06-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.8615885549628657,0.0,0.0
sehirAtlasi.968,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_312973,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.298681700648618,0.0,0.0
sehirAtlasi.878,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976579,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2180768228516725,0.0,0.0
sehirAtlasi.876,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976578,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2038310203344258,0.0,0.0
sehirAtlasi.753,12120,Ticaret Alanları,0,CBSGM_1_7976245,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3383178667246576,0.0,0.0
sehirAtlasi.798,50000,Su Alanları,0,CBSGM_1_7976285,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6698852099929262,0.0,0.0
sehirAtlasi.785,12120,Ticaret Alanları,0,CBSGM_1_7976272,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6691911787614784,0.0,0.0
sehirAtlasi.786,12120,Ticaret Alanları,0,CBSGM_1_7976273,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6693572299025023,0.0,0.0
sehirAtlasi.787,11300,İzole Yapılar,0,CBSGM_1_7976274,,2019-05-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.6429415287846021,0.0,0.0
sehirAtlasi.788,13300,İnşaat Alanları,0,CBSGM_1_7976275,,2019-05-27 00:00:00+00:00,,,,,1:10000,,,0.0,0.655582441877686,0.0,0.0
sehirAtlasi.789,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976276,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3887927451240425,0.0,0.0
sehirAtlasi.790,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976277,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4017085148723853,0.0,0.0
sehirAtlasi.791,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976278,,2019-11-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.3934016274803893,0.0,0.0
sehirAtlasi.792,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976279,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.409381589030151,0.0,0.0
sehirAtlasi.793,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7976280,,2019-01-01 00:00:00+00:00,,,,,1:10000,,,0.0,1.3968945544674933,0.0,0.0
sehirAtlasi.794,11300,İzole Yapılar,0,CBSGM_1_7976281,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3679123015548758,0.0,0.0
sehirAtlasi.795,13100,Maden Ocağı ve Boşaltım Sahaları,0,CBSGM_1_7976282,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6008209796750068,0.0,0.0
sehirAtlasi.796,11300,İzole Yapılar,0,CBSGM_1_7976283,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.5992260902366007,0.0,0.0
sehirAtlasi.797,12120,Ticaret Alanları,0,CBSGM_1_7976284,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.5993900456955926,0.0,0.0
sehirAtlasi.799,12120,Ticaret Alanları,0,CBSGM_1_7976286,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6051267717143226,0.0,0.0
sehirAtlasi.875,22000,Sürekli Ürünler,0,CBSGM_1_7976577,,2019-09-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.2187788073078127,0.0,0.0
sehirAtlasi.800,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976287,,2019-11-15 00:00:00+00:00,,,,,1:10000,,,0.0,1.3604346274272525,0.0,0.0
sehirAtlasi.801,11300,İzole Yapılar,0,CBSGM_1_7976288,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3598908150740778,0.0,0.0
sehirAtlasi.802,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976289,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4448874511463097,0.0,0.0
sehirAtlasi.803,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976290,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4449497498861419,0.0,0.0
sehirAtlasi.804,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976291,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4240647028885167,0.0,0.0
sehirAtlasi.805,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976292,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4228180415467864,0.0,0.0
sehirAtlasi.806,33000,Bitki Örtüsü Az Ya da Olmayan Alanlar,0,CBSGM_1_7976293,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4654064154378168,0.0,0.0
sehirAtlasi.807,12110,Sanayi ve Üretim Alanları,0,CBSGM_1_7976294,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.5326654541524518,0.0,0.0
sehirAtlasi.808,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976295,,2019-10-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.5810060627064273,0.0,0.0
sehirAtlasi.809,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976296,,2019-10-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.5831362617073476,0.0,0.0
sehirAtlasi.810,12130,Kamu Alanları,0,CBSGM_1_7976297,,2019-11-14 00:00:00+00:00,,,,,1:10000,,,0.0,1.1342234534217288,0.0,0.0
sehirAtlasi.811,12120,Ticaret Alanları,0,CBSGM_1_7976298,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.0894554111684922,0.0,0.0
sehirAtlasi.812,12170,İbadethane Alanları,0,CBSGM_1_7976299,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.130921673612654,0.0,0.0
sehirAtlasi.784,50000,Su Alanları,0,CBSGM_1_7976271,,2019-05-22 00:00:00+00:00,,,,,1:10000,,,0.0,0.6664352473923478,0.0,0.0
sehirAtlasi.783,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976270,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,0.6160495309570985,0.0,0.0
sehirAtlasi.782,12120,Ticaret Alanları,0,CBSGM_1_7976269,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,0.6192538362046571,0.0,0.0
sehirAtlasi.781,11300,İzole Yapılar,20,CBSGM_1_365425,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.0554182762654083,0.0,0.0
sehirAtlasi.754,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976246,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3412526372893843,0.0,0.0
sehirAtlasi.755,22000,Sürekli Ürünler,0,CBSGM_1_7976247,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,0.9363919138231089,0.0,0.0
sehirAtlasi.756,11300,İzole Yapılar,0,CBSGM_1_7976248,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4850402103041471,0.0,0.0
sehirAtlasi.757,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976249,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4472001298854906,0.0,0.0
sehirAtlasi.758,12110,Sanayi ve Üretim Alanları,0,CBSGM_1_7976250,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3065264009383624,0.0,0.0
sehirAtlasi.759,32000,Maki veya Otsu Bitkiler,0,CBSGM_1_7976251,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.3715224884351875,0.0,0.0
sehirAtlasi.760,23000,Mera Alanları,0,CBSGM_1_7976252,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.4562857099566786,0.0,0.0
sehirAtlasi.761,13300,İnşaat Alanları,11,CBSGM_1_7976253,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.2875424724166442,0.0,0.0
sehirAtlasi.762,12170,İbadethane Alanları,0,CBSGM_1_7976254,,2019-06-10 00:00:00+00:00,,,,,1:10000,,,0.0,1.1953106942042035,0.0,0.0
sehirAtlasi.763,14200,Spor Ve Eğlence Alanları,0,CBSGM_1_7976255,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.8348969399087607,0.0,0.0
sehirAtlasi.764,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),17,CBSGM_1_7976256,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.771910259582097,0.0,0.0
sehirAtlasi.765,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),13,CBSGM_1_7976257,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7639356113921607,0.0,0.0
sehirAtlasi.766,12110,Sanayi ve Üretim Alanları,6,CBSGM_1_7976258,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.5206882840987412,0.0,0.0
sehirAtlasi.767,12110,Sanayi ve Üretim Alanları,0,CBSGM_1_7976259,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.5215455191297578,0.0,0.0
sehirAtlasi.768,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976260,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.7099548281433121,0.0,0.0
sehirAtlasi.769,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),0,CBSGM_1_7976261,,2019-10-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.5621426278707253,0.0,0.0
sehirAtlasi.770,50000,Su Alanları,0,CBSGM_1_365410,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.0688870534842128,0.0,0.0
sehirAtlasi.771,12130,Kamu Alanları,0,CBSGM_1_7976262,,2019-05-31 00:00:00+00:00,,,,,1:10000,,,0.0,0.929331104172747,0.0,0.0
sehirAtlasi.772,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),1,CBSGM_1_7976263,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.2115685753622492,0.0,0.0
sehirAtlasi.773,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_365422,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.0494281131695917,0.0,0.0
sehirAtlasi.774,12120,Ticaret Alanları,0,CBSGM_1_7976264,,2019-05-30 00:00:00+00:00,,,,,1:10000,,,0.0,0.7579272127017038,0.0,0.0
sehirAtlasi.775,12150,Eğitim Alanları,0,CBSGM_1_7976265,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,0.9864732429037941,0.0,0.0
sehirAtlasi.776,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7976266,,2019-10-01 00:00:00+00:00,,,,,1:10000,,,0.0,0.5734526904612927,0.0,0.0
sehirAtlasi.777,13300,İnşaat Alanları,0,CBSGM_1_7976267,,2019-06-10 00:00:00+00:00,,,,,1:10000,,,0.0,1.006183067042401,0.0,0.0
sehirAtlasi.778,11300,İzole Yapılar,6,CBSGM_1_365423,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.050884340352663,0.0,0.0
sehirAtlasi.779,11300,İzole Yapılar,0,CBSGM_1_365424,,2019-02-15 00:00:00+00:00,,,,,1:10000,,,0.0,2.028411716078661,0.0,0.0
sehirAtlasi.780,12120,Ticaret Alanları,0,CBSGM_1_7976268,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,0.6228543962088127,0.0,0.0
sehirAtlasi.813,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7976300,,2019-09-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.3591758107762568,0.0,0.0
