id_1,adi,id_2,akifer,groundwater_sensitivity,id,istno,last1month,last3month,last6month,last12month,last24month,last9month,drought_severity,area,agricultural_area_pressure,drought_norm,groundwater_norm,final_water_stress_score,agricultural_water_stress_score
isletmesinirlari.46,ACIPAYAM TİM,akifersinirlari.131279,Sınırlı Verimli,0.5,spikuraklikindeks.37.762.29.092099999999999,17237,0.31,0.93,1.53,-0.69,-1.35,-0.51,0.615,50407.588845005506,0.00014518651547766462,0.5722222222222222,0.4999999999999999,0.43252903730309555,0.43252903730309555
isletmesinirlari.46,ACIPAYAM TİM,akifersinirlari.131281,Sınırlı Verimli,0.5,spikuraklikindeks.37.762.29.092099999999999,17237,0.31,0.93,1.53,-0.69,-1.35,-0.51,0.615,15474.913090414186,4.41701234769576e-05,0.5722222222222222,0.4999999999999999,0.43250883402469537,0.43250883402469537
isletmesinirlari.46,ACIPAYAM TİM,akifersinirlari.133525,Verimli,0.8,spikuraklikindeks.37.762.29.092099999999999,17237,0.31,0.93,1.53,-0.69,-1.35,-0.51,0.615,28922444.99811164,0.08363575761523728,0.5722222222222222,1.0,0.6242271515230474,0.6242271515230474
isletmesinirlari.47,ACIPAYAM1 TİM,akifersinirlari.133525,Verimli,0.8,spikuraklikindeks.37.762.29.092099999999999,17237,0.31,0.93,1.53,-0.69,-1.35,-0.51,0.615,9715578.401022177,0.028094396314797352,0.5722222222222222,1.0,0.6131188792629594,0.6131188792629594
isletmesinirlari.48,TAHİROVA TİM,akifersinirlari.92045,Verimli,0.8,spikuraklikindeks.40.113500000000002.27.642600000000002,17674,-0.37,-0.9,-0.59,-1.7,-0.32,-1.97,0.7833333333333333,17777638.09903858,0.05140781749413221,0.7592592592592593,1.0,0.7019482301654931,0.7019482301654931
isletmesinirlari.48,TAHİROVA TİM,akifersinirlari.93404,Verimli,0.8,spikuraklikindeks.40.113500000000002.27.642600000000002,17674,-0.37,-0.9,-0.59,-1.7,-0.32,-1.97,0.7833333333333333,17777638.09903858,0.05140781749413221,0.7592592592592593,1.0,0.7019482301654931,0.7019482301654931
isletmesinirlari.49,KUMKALE TİM,akifersinirlari.31979,Verimsiz,0.2,spikuraklikindeks.40.140999999999998.26.3993,17112,-0.47,-1.09,-1.18,-2.42,-1.3,-2.7,0.9033333333333333,120183.55506463215,0.00034696082001096354,0.8925925925925926,0.0,0.4017360588306689,0.4017360588306689
isletmesinirlari.49,KUMKALE TİM,akifersinirlari.93731,Sınırlı Verimli,0.5,spikuraklikindeks.40.140999999999998.26.3993,17112,-0.47,-1.09,-1.18,-2.42,-1.3,-2.7,0.9033333333333333,10479141.719473451,0.03030242675700866,0.8925925925925926,0.4999999999999999,0.5827271520180684,0.5827271520180684
isletmesinirlari.49,KUMKALE TİM,akifersinirlari.93810,Verimli,0.8,spikuraklikindeks.40.140999999999998.26.3993,17112,-0.47,-1.09,-1.18,-2.42,-1.3,-2.7,0.9033333333333333,818048.782784532,0.0023650091339237783,0.8925925925925926,1.0,0.7521396684934515,0.7521396684934515
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28042,Sınırlı Verimli,0.5,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,851234.3663508276,0.0024609733807468845,0.7537037037037037,0.4999999999999999,0.514658861342816,0.514658861342816
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28042,Sınırlı Verimli,0.5,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,998461.9944275582,0.0028867181446354216,0.7222222222222222,0.4999999999999999,0.500577343628927,0.500577343628927
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28042,Sınırlı Verimli,0.5,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,998461.9944275582,0.0028867181446354216,0.788888888888889,0.4999999999999999,0.5305773436289271,0.5305773436289271
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28534,Verimli,0.8,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,20743.89677025571,5.940668092212391e-05,0.7537037037037037,1.0,0.6891785480028512,0.6891785480028512
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28534,Verimli,0.8,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,45134.15436358709,0.00012993708744909476,0.7222222222222222,1.0,0.6750259874174899,0.6750259874174899
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28534,Verimli,0.8,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,45134.15436358709,0.00012993708744909476,0.788888888888889,1.0,0.7050259874174899,0.7050259874174899
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28540,Verimli,0.8,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,373712.11098654504,0.001080100765210124,0.7537037037037037,1.0,0.6893826868197087,0.6893826868197087
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28540,Verimli,0.8,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,4005761.199419963,0.011583060717677502,0.7222222222222222,1.0,0.6773166121435356,0.6773166121435356
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.28540,Verimli,0.8,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,4005761.199419963,0.011583060717677502,0.788888888888889,1.0,0.7073166121435356,0.7073166121435356
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30368,Sınırlı Verimli,0.5,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,851234.3663508276,0.0024609733807468845,0.7537037037037037,0.4999999999999999,0.514658861342816,0.514658861342816
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30368,Sınırlı Verimli,0.5,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,998461.9944275582,0.0028867181446354216,0.7222222222222222,0.4999999999999999,0.500577343628927,0.500577343628927
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30368,Sınırlı Verimli,0.5,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,998461.9944275582,0.0028867181446354216,0.788888888888889,0.4999999999999999,0.5305773436289271,0.5305773436289271
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30860,Verimli,0.8,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,20743.89677025571,5.940668092212391e-05,0.7537037037037037,1.0,0.6891785480028512,0.6891785480028512
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30860,Verimli,0.8,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,45134.15436358709,0.00012993708744909476,0.7222222222222222,1.0,0.6750259874174899,0.6750259874174899
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30860,Verimli,0.8,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,45134.15436358709,0.00012993708744909476,0.788888888888889,1.0,0.7050259874174899,0.7050259874174899
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30866,Verimli,0.8,spikuraklikindeks.40.230800000000002.29.013300000000001,17116,-0.37,-1.15,-2.16,-1.67,-0.68,-2.15,0.7783333333333333,373712.11098654504,0.001080100765210124,0.7537037037037037,1.0,0.6893826868197087,0.6893826868197087
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30866,Verimli,0.8,spikuraklikindeks.40.642699999999998.29.106300000000001,17658,-0.32,-1.38,-1.43,-1.5,-0.46,-1.56,0.75,4005761.199419963,0.011583060717677502,0.7222222222222222,1.0,0.6773166121435356,0.6773166121435356
isletmesinirlari.50,ATATÜRK TİM,akifersinirlari.30866,Verimli,0.8,spikuraklikindeks.40.660344000000002.29.286629999999999,17119,-0.36,-1.13,-1.86,-1.86,-0.87,-2.17,0.81,4005761.199419963,0.011583060717677502,0.788888888888889,1.0,0.7073166121435356,0.7073166121435356
isletmesinirlari.51,İNANLI TİM,akifersinirlari.89829,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.89829,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.89960,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.89960,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.90111,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.90111,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.90242,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.90242,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.91055,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.91055,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.91186,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.91186,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.92414,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.92414,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,17430680.05889771,0.050404503300942746,0.9203703703703704,1.0,0.7742475673268552,0.7742475673268552
isletmesinirlari.51,İNANLI TİM,akifersinirlari.92545,Verimli,0.8,spikuraklikindeks.40.958500000000001.27.496500000000001,17056,-0.49,-0.87,-1.57,-2.57,-1.62,-2.48,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.51,İNANLI TİM,akifersinirlari.92545,Verimli,0.8,spikuraklikindeks.41.1798.27.815999999999999,17054,-0.65,-1.78,-2.02,-2.57,-2.08,-2.61,0.9283333333333333,1631136.064527536,0.0047162502515626205,0.9203703703703704,1.0,0.7651099167169791,0.7651099167169791
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86340,Sınırlı Verimli,0.5,spikuraklikindeks.40.767600000000002.30.3934,17069,0.47,-1.08,-1.96,-1.41,-1.24,-1.55,0.735,1866277.7578986876,0.005396220078098693,0.7055555555555556,0.4999999999999999,0.4935792440156197,0.4935792440156197
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86340,Sınırlı Verimli,0.5,spikuraklikindeks.40.843699999999998.31.148800000000001,17072,0.58,-0.93,-1.64,-0.47,-0.14,-1.37,0.5783333333333333,1866277.7578986876,0.005396220078098693,0.5314814814814814,0.4999999999999999,0.4152459106822864,0.4152459106822864
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86340,Sınırlı Verimli,0.5,spikuraklikindeks.41.089500000000001.31.1374,17015,-0.11,-1.69,-1.94,-0.62,-0.14,-1.2,0.6033333333333334,1866277.7578986876,0.005396220078098693,0.5592592592592593,0.4999999999999999,0.4277459106822864,0.4277459106822864
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86869,Verimsiz,0.2,spikuraklikindeks.40.767600000000002.30.3934,17069,0.47,-1.08,-1.96,-1.41,-1.24,-1.55,0.735,1167846.1663831875,0.0033765339844866278,0.7055555555555556,0.0,0.3181753067968973,0.3181753067968973
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86869,Verimsiz,0.2,spikuraklikindeks.40.843699999999998.31.148800000000001,17072,0.58,-0.93,-1.64,-0.47,-0.14,-1.37,0.5783333333333333,1167846.1663831875,0.0033765339844866278,0.5314814814814814,0.0,0.23984197346356398,0.23984197346356398
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.86869,Verimsiz,0.2,spikuraklikindeks.41.089500000000001.31.1374,17015,-0.11,-1.69,-1.94,-0.62,-0.14,-1.2,0.6033333333333334,1167846.1663831875,0.0033765339844866278,0.5592592592592593,0.0,0.252341973463564,0.252341973463564
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88462,Verimsiz,0.2,spikuraklikindeks.40.767600000000002.30.3934,17069,0.47,-1.08,-1.96,-1.41,-1.24,-1.55,0.735,42351.02323261897,0.0001218889817932234,0.7055555555555556,0.0,0.31752437779635867,0.31752437779635867
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88462,Verimsiz,0.2,spikuraklikindeks.40.843699999999998.31.148800000000001,17072,0.58,-0.93,-1.64,-0.47,-0.14,-1.37,0.5783333333333333,42351.02323261897,0.0001218889817932234,0.5314814814814814,0.0,0.2391910444630253,0.2391910444630253
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88462,Verimsiz,0.2,spikuraklikindeks.41.089500000000001.31.1374,17015,-0.11,-1.69,-1.94,-0.62,-0.14,-1.2,0.6033333333333334,42351.02323261897,0.0001218889817932234,0.5592592592592593,0.0,0.25169104446302537,0.25169104446302537
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88796,Verimli,0.8,spikuraklikindeks.40.767600000000002.30.3934,17069,0.47,-1.08,-1.96,-1.41,-1.24,-1.55,0.735,3246910.422109555,0.009388657742956785,0.7055555555555556,1.0,0.6693777315485914,0.6693777315485914
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88796,Verimli,0.8,spikuraklikindeks.40.843699999999998.31.148800000000001,17072,0.58,-0.93,-1.64,-0.47,-0.14,-1.37,0.5783333333333333,3036208.4262270336,0.00877936129051991,0.5314814814814814,1.0,0.5909225389247706,0.5909225389247706
isletmesinirlari.52,SAKARYA TİM,akifersinirlari.88796,Verimli,0.8,spikuraklikindeks.41.089500000000001.31.1374,17015,-0.11,-1.69,-1.94,-0.62,-0.14,-1.2,0.6033333333333334,3246910.422109555,0.009388657742956785,0.5592592592592593,1.0,0.6035443982152581,0.6035443982152581
isletmesinirlari.53,KARAKÖY TİM,akifersinirlari.39449,Verimli,0.8,spikuraklikindeks.41.344166999999999.36.256388999999999,17030,2.17,1.58,1.92,1.58,0.74,1.68,0.23666666666666666,6992579.572046746,0.02022017794522126,0.15185185185185185,1.0,0.4223773689223776,0.4223773689223776
isletmesinirlari.53,KARAKÖY TİM,akifersinirlari.41564,Sınırlı Verimli,0.5,spikuraklikindeks.41.344166999999999.36.256388999999999,17030,2.17,1.58,1.92,1.58,0.74,1.68,0.23666666666666666,6926204.243248479,0.020028237417098957,0.15185185185185185,0.4999999999999999,0.2473389808167531,0.2473389808167531
isletmesinirlari.54,KARAKÖY1 TİM,akifersinirlari.95641,Verimli,0.8,spikuraklikindeks.41.344166999999999.36.256388999999999,17030,2.17,1.58,1.92,1.58,0.74,1.68,0.23666666666666666,28266167.298644394,0.08173796983005761,0.15185185185185185,1.0,0.4346809272993449,0.4346809272993449
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.2329,Verimli,0.8,spikuraklikindeks.40.331200000000003.36.557699999999997,17086,0.42,-0.35,-0.54,-1.09,-1.33,-1.38,0.6816666666666666,1290617.0401704153,0.003731556050356572,0.6462962962962963,1.0,0.6415796445434047,0.6415796445434047
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.2329,Verimli,0.8,spikuraklikindeks.40.666800000000002.35.835299999999997,17085,0.92,0.08,-0.54,-1.09,-0.55,-1.12,0.6816666666666666,1290617.0401704153,0.003731556050356572,0.6462962962962963,1.0,0.6415796445434047,0.6415796445434047
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.3933,Sınırlı Verimli,0.5,spikuraklikindeks.40.331200000000003.36.557699999999997,17086,0.42,-0.35,-0.54,-1.09,-1.33,-1.38,0.6816666666666666,85150.6287126681,0.00024565452884210654,0.6462962962962963,0.4999999999999999,0.46588246423910173,0.46588246423910173
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.3933,Sınırlı Verimli,0.5,spikuraklikindeks.40.666800000000002.35.835299999999997,17085,0.92,0.08,-0.54,-1.09,-0.55,-1.12,0.6816666666666666,85150.6287126681,0.00024565452884210654,0.6462962962962963,0.4999999999999999,0.46588246423910173,0.46588246423910173
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.81701,Verimli,0.8,spikuraklikindeks.40.331200000000003.36.557699999999997,17086,0.42,-0.35,-0.54,-1.09,-1.33,-1.38,0.6816666666666666,9204563.535948643,0.026616671611110095,0.6462962962962963,1.0,0.6461566676555554,0.6461566676555554
isletmesinirlari.55,KAZOVA TİM,akifersinirlari.81701,Verimli,0.8,spikuraklikindeks.40.666800000000002.35.835299999999997,17085,0.92,0.08,-0.54,-1.09,-0.55,-1.12,0.6816666666666666,9204563.535948643,0.026616671611110095,0.6462962962962963,1.0,0.6461566676555554,0.6461566676555554
isletmesinirlari.56,CİCEKDAĞ TİM,akifersinirlari.94506,Sınırlı Verimli,0.5,spikuraklikindeks.39.606699999999996.34.423499999999997,17732,-0.04,-0.94,-1.76,-2.51,-1.3,-2.22,0.9183333333333333,26855052.866168063,0.07765738666287356,0.9092592592592592,0.4999999999999999,0.5996981439992414,0.5996981439992414
isletmesinirlari.56,CİCEKDAĞ TİM,akifersinirlari.94506,Sınırlı Verimli,0.5,spikuraklikindeks.39.824300000000001.34.815899999999999,17140,0.54,-0.16,-0.34,-1.79,-0.75,-1.59,0.7983333333333333,26855052.866168063,0.07765738666287356,0.7759259259259259,0.4999999999999999,0.5396981439992414,0.5396981439992414
isletmesinirlari.56,CİCEKDAĞ TİM,akifersinirlari.95764,Verimli,0.8,spikuraklikindeks.39.606699999999996.34.423499999999997,17732,-0.04,-0.94,-1.76,-2.51,-1.3,-2.22,0.9183333333333333,880965.777075939,0.002546949040374021,0.9092592592592592,1.0,0.7596760564747415,0.7596760564747415
isletmesinirlari.56,CİCEKDAĞ TİM,akifersinirlari.95764,Verimli,0.8,spikuraklikindeks.39.824300000000001.34.815899999999999,17140,0.54,-0.16,-0.34,-1.79,-0.75,-1.59,0.7983333333333333,880965.777075939,0.002546949040374021,0.7759259259259259,1.0,0.6996760564747415,0.6996760564747415
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.65802,Verimli,0.8,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,25059.944863039134,7.188759160578977e-05,0.974074074074074,1.0,0.7883477108516544,0.7883477108516544
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.66269,Sınırlı Verimli,0.5,spikuraklikindeks.37.058500000000002.37.350999999999999,17261,-0.54,0.14,-0.81,-2.84,-1.22,-2.89,0.9733333333333333,200.35644766632163,0.0,0.9703703703703703,0.4999999999999999,0.6116666666666666,0.6116666666666666
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.66269,Sınırlı Verimli,0.5,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,22614.838302640714,6.481696682674622e-05,0.974074074074074,0.4999999999999999,0.6133462967266986,0.6133462967266986
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.69441,Verimli,0.8,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,25059.944863039134,7.188759160578977e-05,0.974074074074074,1.0,0.7883477108516544,0.7883477108516544
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.69908,Sınırlı Verimli,0.5,spikuraklikindeks.37.058500000000002.37.350999999999999,17261,-0.54,0.14,-0.81,-2.84,-1.22,-2.89,0.9733333333333333,200.35644766632163,0.0,0.9703703703703703,0.4999999999999999,0.6116666666666666,0.6116666666666666
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.69908,Sınırlı Verimli,0.5,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,22614.838302640714,6.481696682674622e-05,0.974074074074074,0.4999999999999999,0.6133462967266986,0.6133462967266986
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.119917,Verimli,0.8,spikuraklikindeks.37.058500000000002.37.350999999999999,17261,-0.54,0.14,-0.81,-2.84,-1.22,-2.89,0.9733333333333333,103581.5610743907,0.00029895208616264994,0.9703703703703703,1.0,0.7867264570838991,0.7867264570838991
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.119917,Verimli,0.8,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,31274498.164797936,0.0904372957041499,0.974074074074074,1.0,0.8064207924741633,0.8064207924741633
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.125218,Verimli,0.8,spikuraklikindeks.37.058500000000002.37.350999999999999,17261,-0.54,0.14,-0.81,-2.84,-1.22,-2.89,0.9733333333333333,103581.5610743907,0.00029895208616264994,0.9703703703703703,1.0,0.7867264570838991,0.7867264570838991
isletmesinirlari.57,KAHRAMANMARAŞ TİM,akifersinirlari.125218,Verimli,0.8,spikuraklikindeks.37.576000000000001.36.914999999999999,17255,-0.06,-0.35,-0.56,-2.86,-2.23,-2.82,0.9766666666666666,31274498.164797936,0.0904372957041499,0.974074074074074,1.0,0.8064207924741633,0.8064207924741633
isletmesinirlari.58,HATAY TİM,akifersinirlari.62685,Verimli,0.8,spikuraklikindeks.36.236837000000001.36.132911999999997,17372,-1.03,-1.31,-0.73,-3.28,-1.47,-3.53,1.0,7703.489075473042,2.1697146593879233e-05,1.0,1.0,0.8000043394293188,0.8000043394293188
isletmesinirlari.58,HATAY TİM,akifersinirlari.62685,Verimli,0.8,spikuraklikindeks.36.592399999999998.36.158200000000001,17370,0.24,-0.3,-1.33,-2.87,-0.95,-3.31,0.9783333333333334,7703.489075473042,2.1697146593879233e-05,0.975925925925926,1.0,0.7891710060959855,0.7891710060959855
isletmesinirlari.58,HATAY TİM,akifersinirlari.62732,Verimli,0.8,spikuraklikindeks.36.236837000000001.36.132911999999997,17372,-1.03,-1.31,-0.73,-3.28,-1.47,-3.53,1.0,94411.65314310517,0.0002724350503448202,1.0,1.0,0.800054487010069,0.800054487010069
isletmesinirlari.58,HATAY TİM,akifersinirlari.109849,Verimli,0.8,spikuraklikindeks.36.236837000000001.36.132911999999997,17372,-1.03,-1.31,-0.73,-3.28,-1.47,-3.53,1.0,28622697.71147961,0.08276896488454905,1.0,1.0,0.8165537929769099,0.8165537929769099
isletmesinirlari.58,HATAY TİM,akifersinirlari.109849,Verimli,0.8,spikuraklikindeks.36.592399999999998.36.158200000000001,17370,0.24,-0.3,-1.33,-2.87,-0.95,-3.31,0.9783333333333334,26634807.303617682,0.07702049264881906,0.975925925925926,1.0,0.8045707651964304,0.8045707651964304
isletmesinirlari.59,TURUNÇGİLLER TİM,akifersinirlari.62835,Verimli,0.8,spikuraklikindeks.36.592399999999998.36.158200000000001,17370,0.24,-0.3,-1.33,-2.87,-0.95,-3.31,0.9783333333333334,1256579.4205442178,0.003633127932479601,0.975925925925926,1.0,0.7898932922531626,0.7898932922531626
isletmesinirlari.59,TURUNÇGİLLER TİM,akifersinirlari.62835,Verimli,0.8,spikuraklikindeks.36.768700000000003.35.790300000000002,17979,-0.84,-0.36,0.23,-2.28,-1.67,-1.83,0.88,1256579.4205442178,0.003633127932479601,0.8666666666666667,1.0,0.7407266255864959,0.7407266255864959
isletmesinirlari.59,TURUNÇGİLLER TİM,akifersinirlari.62835,Verimli,0.8,spikuraklikindeks.37.1021.36.253900000000002,17355,0.63,0.32,-0.02,-2.06,-1.04,-1.62,0.8433333333333334,1256579.4205442178,0.003633127932479601,0.825925925925926,1.0,0.7223932922531626,0.7223932922531626
isletmesinirlari.60,TURUNÇGİLLER1 TİM,akifersinirlari.62835,Verimli,0.8,spikuraklikindeks.36.592399999999998.36.158200000000001,17370,0.24,-0.3,-1.33,-2.87,-0.95,-3.31,0.9783333333333334,3712952.4519511675,0.010736332473229858,0.975925925925926,1.0,0.7913139331613126,0.7913139331613126
