id_1,adi,id_2,akifer,groundwater_sensitivity,id,istno,last1month,last3month,last6month,last12month,last24month,last9month,drought_severity,area,agricultural_area_pressure,drought_norm,groundwater_norm,final_water_stress_score,agricultural_water_stress_score
isletmesinirlari.91,GÖKHÖYÜK TİM,akifersinirlari.81703,Sınırlı Verimli,0.5,spikuraklikindeks.40.666800000000002.35.835299999999997,17085,0.92,0.08,-0.54,-1.09,-0.55,-1.12,0.6816666666666666,2270.1815602619286,5.985406512107348e-06,0.6462962962962963,0.4999999999999999,0.46583453041463574,0.46583453041463574
isletmesinirlari.91,GÖKHÖYÜK TİM,akifersinirlari.81703,Sınırlı Verimli,0.5,spikuraklikindeks.40.879300000000001.35.458500000000001,17083,2.6,1.5,2.94,2.4,3.09,2.43,0.1,2270.1815602619286,5.985406512107348e-06,0.0,0.4999999999999999,0.17500119708130238,0.17500119708130238
isletmesinirlari.91,GÖKHÖYÜK TİM,akifersinirlari.81704,Verimli,0.8,spikuraklikindeks.40.666800000000002.35.835299999999997,17085,0.92,0.08,-0.54,-1.09,-0.55,-1.12,0.6816666666666666,36630592.51640588,0.10592575500271047,0.6462962962962963,1.0,0.6620184843338754,0.6620184843338754
isletmesinirlari.91,GÖKHÖYÜK TİM,akifersinirlari.81704,Verimli,0.8,spikuraklikindeks.40.879300000000001.35.458500000000001,17083,2.6,1.5,2.94,2.4,3.09,2.43,0.1,36630592.51640588,0.10592575500271047,0.0,1.0,0.37118515100054206,0.37118515100054206
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.112668,Sınırlı Verimli,0.5,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,808365.2788399579,0.0023370069093797017,0.6425925925925926,0.4999999999999999,0.46463406804854257,0.46463406804854257
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.112668,Sınırlı Verimli,0.5,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,808365.2788399579,0.0023370069093797017,0.7462962962962962,0.4999999999999999,0.5113007347152092,0.5113007347152092
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.114344,Verimli,0.8,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,2403256.6622704403,0.006949026163758984,0.6425925925925926,1.0,0.6405564718994184,0.6405564718994184
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.114344,Verimli,0.8,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,2403256.6622704403,0.006949026163758984,0.7462962962962962,1.0,0.6872231385660851,0.6872231385660851
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.117617,Sınırlı Verimli,0.5,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,808365.2788399579,0.0023370069093797017,0.6425925925925926,0.4999999999999999,0.46463406804854257,0.46463406804854257
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.117617,Sınırlı Verimli,0.5,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,808365.2788399579,0.0023370069093797017,0.7462962962962962,0.4999999999999999,0.5113007347152092,0.5113007347152092
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.119293,Verimli,0.8,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,2403256.6622704403,0.006949026163758984,0.6425925925925926,1.0,0.6405564718994184,0.6405564718994184
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.119293,Verimli,0.8,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,2403256.6622704403,0.006949026163758984,0.7462962962962962,1.0,0.6872231385660851,0.6872231385660851
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.122918,Sınırlı Verimli,0.5,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,808365.2788399579,0.0023370069093797017,0.6425925925925926,0.4999999999999999,0.46463406804854257,0.46463406804854257
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.122918,Sınırlı Verimli,0.5,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,808365.2788399579,0.0023370069093797017,0.7462962962962962,0.4999999999999999,0.5113007347152092,0.5113007347152092
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.124594,Verimli,0.8,spikuraklikindeks.36.789499999999997.31.440999999999999,17954,-0.52,-1.03,0.67,-1.07,-1.44,-2.56,0.6783333333333333,2403256.6622704403,0.006949026163758984,0.6425925925925926,1.0,0.6405564718994184,0.6405564718994184
isletmesinirlari.92,BOZTEPE1 TİM,akifersinirlari.124594,Verimli,0.8,spikuraklikindeks.36.906300000000002.30.798999999999999,17300,-0.84,-1.41,-0.3,-1.63,-0.94,-1.68,0.7716666666666666,2403256.6622704403,0.006949026163758984,0.7462962962962962,1.0,0.6872231385660851,0.6872231385660851
